,Hour,Hour_count
13077,20,6859
13078,23,5744
13079,23,5744
13080,6,952
13081,21,9135
13082,12,1016
13083,1,2339
13084,19,4783
13085,22,8256
13086,11,850
13087,20,6859
13088,19,4783
13089,20,6859
13090,20,6859
13091,23,5744
13092,21,9135
13093,22,8256
13094,15,1063
13095,13,962
13096,23,5744
13097,18,3123
13098,12,1016
13099,19,4783
13100,22,8256
13101,20,6859
13102,19,4783
13103,12,1016
13104,2,1649
13105,19,4783
13106,21,9135
13107,22,8256
13108,21,9135
13109,21,9135
13110,21,9135
13111,12,1016
13112,21,9135
13113,19,4783
13114,20,6859
13115,19,4783
13116,20,6859
13117,1,2339
13118,22,8256
13119,1,2339
13120,20,6859
13121,18,3123
13122,19,4783
13123,21,9135
13124,21,9135
13125,20,6859
13126,19,4783
13127,19,4783
13128,20,6859
13129,19,4783
13130,21,9135
13131,20,6859
13132,18,3123
13133,20,6859
13134,20,6859
13135,17,1988
13136,17,1988
13137,21,9135
13138,21,9135
13139,5,1272
13140,20,6859
13141,19,4783
13142,22,8256
13143,23,5744
13144,12,1016
13145,19,4783
13146,21,9135
13147,20,6859
13148,21,9135
13149,23,5744
13150,21,9135
13151,22,8256
13152,21,9135
13153,23,5744
13154,23,5744
13155,23,5744
13156,4,1114
13157,10,902
13158,1,2339
13159,21,9135
13160,16,1208
13161,23,5744
13162,20,6859
13163,23,5744
13164,21,9135
13165,21,9135
13166,21,9135
13167,19,4783
13168,21,9135
13169,22,8256
13170,22,8256
13171,22,8256
13172,23,5744
13173,22,8256
13174,20,6859
13175,22,8256
13176,22,8256
13177,19,4783
13178,18,3123
13179,19,4783
13180,21,9135
13181,22,8256
13182,23,5744
13183,21,9135
13184,14,956
13185,21,9135
13186,20,6859
13187,23,5744
13188,13,962
13189,23,5744
13190,20,6859
13191,22,8256
13192,2,1649
13193,14,956
13194,22,8256
13195,0,2941
13196,23,5744
13197,13,962
13198,21,9135
13199,13,962
13200,4,1114
13201,19,4783
13202,18,3123
13203,18,3123
13204,18,3123
13205,20,6859
13206,13,962
13207,4,1114
13208,20,6859
13209,6,952
13210,22,8256
13211,20,6859
13212,20,6859
13213,18,3123
13214,22,8256
13215,20,6859
13216,1,2339
13217,16,1208
13218,23,5744
13219,22,8256
13220,20,6859
13221,0,2941
13222,19,4783
13223,4,1114
13224,4,1114
13225,20,6859
13226,22,8256
13227,13,962
13228,20,6859
13229,18,3123
13230,9,766
13231,0,2941
13232,17,1988
13233,19,4783
13234,17,1988
13235,12,1016
13236,18,3123
13237,8,617
13238,20,6859
13239,20,6859
13240,19,4783
13241,19,4783
13242,21,9135
13243,18,3123
13244,20,6859
13245,8,617
13246,23,5744
13247,22,8256
13248,13,962
13249,16,1208
13250,17,1988
13251,14,956
13252,4,1114
13253,1,2339
13254,14,956
13255,18,3123
13256,23,5744
13257,21,9135
13258,3,1447
13259,6,952
13260,8,617
13261,7,690
13262,0,2941
13263,19,4783
13264,19,4783
13265,16,1208
13266,21,9135
13267,6,952
13268,21,9135
13269,0,2941
13270,23,5744
13271,21,9135
13272,22,8256
13273,23,5744
13274,17,1988
13275,17,1988
13276,3,1447
13277,20,6859
13278,17,1988
13279,22,8256
13280,20,6859
13281,21,9135
13282,22,8256
13283,20,6859
13284,2,1649
13285,23,5744
13286,1,2339
13287,1,2339
13288,21,9135
13289,9,766
13290,22,8256
13291,14,956
13292,19,4783
13293,12,1016
13294,19,4783
13295,6,952
13296,20,6859
13297,0,2941
13298,7,690
13299,22,8256
13300,20,6859
13301,19,4783
13302,22,8256
13303,12,1016
13304,19,4783
13305,1,2339
13306,21,9135
13307,21,9135
13308,20,6859
13309,21,9135
13310,3,1447
13311,17,1988
13312,19,4783
13313,21,9135
13314,17,1988
13315,21,9135
13316,21,9135
13317,11,850
13318,22,8256
13319,23,5744
13320,20,6859
13321,23,5744
13322,23,5744
13323,20,6859
13324,22,8256
13325,21,9135
13326,14,956
13327,17,1988
13328,17,1988
13329,7,690
13330,3,1447
13331,18,3123
13332,22,8256
13333,1,2339
13334,21,9135
13335,20,6859
13336,21,9135
13337,22,8256
13338,21,9135
13339,2,1649
13340,8,617
13341,19,4783
13342,10,902
13343,20,6859
13344,20,6859
13345,17,1988
13346,4,1114
13347,17,1988
13348,1,2339
13349,21,9135
13350,18,3123
13351,22,8256
13352,23,5744
13353,21,9135
13354,22,8256
13355,3,1447
13356,21,9135
13357,15,1063
13358,22,8256
13359,21,9135
13360,21,9135
13361,21,9135
13362,20,6859
13363,21,9135
13364,19,4783
13365,19,4783
13366,21,9135
13367,22,8256
13368,9,766
13369,21,9135
13370,21,9135
13371,20,6859
13372,16,1208
13373,23,5744
13374,21,9135
13375,15,1063
13376,19,4783
13377,20,6859
13378,19,4783
13379,23,5744
13380,21,9135
13381,19,4783
13382,0,2941
13383,12,1016
13384,17,1988
13385,3,1447
13386,0,2941
13387,21,9135
13388,20,6859
13389,21,9135
13390,22,8256
13391,1,2339
13392,6,952
13393,22,8256
13394,22,8256
13395,22,8256
13396,10,902
13397,7,690
13398,19,4783
13399,0,2941
13400,10,902
13401,20,6859
13402,21,9135
13403,23,5744
13404,19,4783
13405,4,1114
13406,20,6859
13407,8,617
13408,20,6859
13409,19,4783
13410,23,5744
13411,15,1063
13412,8,617
13413,20,6859
13414,19,4783
13415,20,6859
13416,1,2339
13417,20,6859
13418,21,9135
13419,22,8256
13420,23,5744
13421,22,8256
13422,21,9135
13423,16,1208
13424,14,956
13425,10,902
13426,22,8256
13427,22,8256
13428,20,6859
13429,22,8256
13430,20,6859
13431,20,6859
13432,19,4783
13433,20,6859
13434,3,1447
13435,21,9135
13436,1,2339
13437,21,9135
13438,22,8256
13439,19,4783
13440,17,1988
13441,21,9135
13442,22,8256
13443,8,617
13444,22,8256
13445,10,902
13446,21,9135
13447,3,1447
13448,3,1447
13449,17,1988
13450,8,617
13451,19,4783
13452,0,2941
13453,0,2941
13454,22,8256
13455,21,9135
13456,18,3123
13457,0,2941
13458,21,9135
13459,0,2941
13460,21,9135
13461,21,9135
13462,0,2941
13463,1,2339
13464,20,6859
13465,20,6859
13466,23,5744
13467,22,8256
13468,1,2339
13469,5,1272
13470,20,6859
13471,0,2941
13472,5,1272
13473,22,8256
13474,19,4783
13475,18,3123
13476,7,690
13477,3,1447
13478,16,1208
13479,22,8256
13480,22,8256
13481,21,9135
13482,20,6859
13483,8,617
13484,17,1988
13485,19,4783
13486,23,5744
13487,13,962
13488,9,766
13489,0,2941
13490,16,1208
13491,16,1208
13492,17,1988
13493,16,1208
13494,22,8256
13495,21,9135
13496,18,3123
13497,0,2941
13498,20,6859
13499,22,8256
13500,20,6859
13501,22,8256
13502,23,5744
13503,19,4783
13504,20,6859
13505,2,1649
13506,23,5744
13507,21,9135
13508,21,9135
13509,23,5744
13510,19,4783
13511,17,1988
13512,21,9135
13513,22,8256
13514,23,5744
13515,12,1016
13516,13,962
13517,21,9135
13518,21,9135
13519,23,5744
13520,20,6859
13521,20,6859
13522,22,8256
13523,22,8256
13524,14,956
13525,17,1988
13526,13,962
13527,19,4783
13528,22,8256
13529,21,9135
13530,0,2941
13531,21,9135
13532,20,6859
13533,17,1988
13534,20,6859
13535,0,2941
13536,19,4783
13537,19,4783
13538,17,1988
13539,10,902
13540,22,8256
13541,12,1016
13542,14,956
13543,0,2941
13544,23,5744
13545,0,2941
13546,19,4783
13547,15,1063
13548,19,4783
13549,1,2339
13550,4,1114
13551,23,5744
13552,21,9135
13553,23,5744
13554,22,8256
13555,12,1016
13556,22,8256
13557,15,1063
13558,23,5744
13559,0,2941
13560,20,6859
13561,1,2339
13562,0,2941
13563,16,1208
13564,21,9135
13565,22,8256
13566,19,4783
13567,1,2339
13568,22,8256
13569,22,8256
13570,20,6859
13571,16,1208
13572,1,2339
13573,21,9135
13574,18,3123
13575,3,1447
13576,13,962
13577,2,1649
13578,20,6859
13579,21,9135
13580,0,2941
13581,9,766
13582,22,8256
13583,3,1447
13584,2,1649
13585,17,1988
13586,22,8256
13587,17,1988
13588,22,8256
13589,21,9135
13590,18,3123
13591,12,1016
13592,22,8256
13593,21,9135
13594,21,9135
13595,22,8256
13596,21,9135
13597,2,1649
13598,21,9135
13599,23,5744
13600,21,9135
13601,20,6859
13602,0,2941
13603,23,5744
13604,3,1447
13605,21,9135
13606,22,8256
13607,2,1649
13608,5,1272
13609,22,8256
13610,0,2941
13611,2,1649
13612,0,2941
13613,22,8256
13614,22,8256
13615,22,8256
13616,17,1988
13617,17,1988
13618,7,690
13619,20,6859
13620,22,8256
13621,21,9135
13622,22,8256
13623,22,8256
13624,21,9135
13625,19,4783
13626,18,3123
13627,1,2339
13628,22,8256
13629,2,1649
13630,15,1063
13631,21,9135
13632,5,1272
13633,1,2339
13634,6,952
13635,19,4783
13636,18,3123
13637,5,1272
13638,16,1208
13639,21,9135
13640,20,6859
13641,6,952
13642,22,8256
13643,18,3123
13644,22,8256
13645,18,3123
13646,19,4783
13647,19,4783
13648,18,3123
13649,23,5744
13650,20,6859
13651,18,3123
13652,6,952
13653,16,1208
13654,17,1988
13655,21,9135
13656,17,1988
13657,21,9135
13658,19,4783
13659,20,6859
13660,20,6859
13661,19,4783
13662,10,902
13663,16,1208
13664,17,1988
13665,22,8256
13666,22,8256
13667,22,8256
13668,19,4783
13669,18,3123
13670,4,1114
13671,21,9135
13672,15,1063
13673,17,1988
13674,20,6859
13675,20,6859
13676,20,6859
13677,21,9135
13678,16,1208
13679,20,6859
13680,14,956
13681,20,6859
13682,19,4783
13683,22,8256
13684,6,952
13685,23,5744
13686,22,8256
13687,20,6859
13688,2,1649
13689,12,1016
13690,13,962
13691,15,1063
13692,23,5744
13693,23,5744
13694,18,3123
13695,7,690
13696,21,9135
13697,20,6859
13698,22,8256
13699,20,6859
13700,13,962
13701,3,1447
13702,21,9135
13703,20,6859
13704,21,9135
13705,20,6859
13706,21,9135
13707,22,8256
13708,20,6859
13709,2,1649
13710,22,8256
13711,21,9135
13712,12,1016
13713,20,6859
13714,19,4783
13715,20,6859
13716,22,8256
13717,22,8256
13718,22,8256
13719,4,1114
13720,1,2339
13721,17,1988
13722,21,9135
13723,5,1272
13724,19,4783
13725,23,5744
13726,21,9135
13727,22,8256
13728,22,8256
13729,20,6859
13730,21,9135
13731,20,6859
13732,8,617
13733,7,690
13734,22,8256
13735,2,1649
13736,21,9135
13737,18,3123
13738,21,9135
13739,2,1649
13740,21,9135
13741,22,8256
13742,18,3123
13743,21,9135
13744,18,3123
13745,17,1988
13746,18,3123
13747,20,6859
13748,22,8256
13749,22,8256
13750,17,1988
13751,23,5744
13752,23,5744
13753,6,952
13754,9,766
13755,16,1208
13756,22,8256
13757,20,6859
13758,22,8256
13759,20,6859
13760,19,4783
13761,21,9135
13762,22,8256
13763,1,2339
13764,22,8256
13765,21,9135
13766,23,5744
13767,23,5744
13768,6,952
13769,22,8256
13770,16,1208
13771,9,766
13772,20,6859
13773,20,6859
13774,21,9135
13775,1,2339
13776,12,1016
13777,7,690
13778,20,6859
13779,22,8256
13780,21,9135
13781,3,1447
13782,1,2339
13783,18,3123
13784,18,3123
13785,23,5744
13786,20,6859
13787,19,4783
13788,17,1988
13789,11,850
13790,1,2339
13791,20,6859
13792,21,9135
13793,21,9135
13794,22,8256
13795,21,9135
13796,19,4783
13797,8,617
13798,18,3123
13799,16,1208
13800,1,2339
13801,6,952
13802,20,6859
13803,0,2941
13804,7,690
13805,20,6859
13806,23,5744
13807,18,3123
13808,21,9135
13809,22,8256
13810,21,9135
13811,2,1649
13812,20,6859
13813,5,1272
13814,11,850
13815,22,8256
13816,21,9135
13817,11,850
13818,20,6859
13819,5,1272
13820,17,1988
13821,4,1114
13822,23,5744
13823,0,2941
13824,0,2941
13825,20,6859
13826,6,952
13827,21,9135
13828,22,8256
13829,21,9135
13830,20,6859
13831,19,4783
13832,18,3123
13833,16,1208
13834,20,6859
13835,22,8256
13836,17,1988
13837,21,9135
13838,23,5744
13839,20,6859
13840,20,6859
13841,20,6859
13842,20,6859
13843,17,1988
13844,17,1988
13845,12,1016
13846,22,8256
13847,21,9135
13848,0,2941
13849,11,850
13850,23,5744
13851,23,5744
13852,21,9135
13853,18,3123
13854,20,6859
13855,19,4783
13856,21,9135
13857,22,8256
13858,22,8256
13859,20,6859
13860,22,8256
13861,5,1272
13862,23,5744
13863,16,1208
13864,18,3123
13865,18,3123
13866,3,1447
13867,19,4783
13868,5,1272
13869,20,6859
13870,22,8256
13871,3,1447
13872,21,9135
13873,9,766
13874,18,3123
13875,18,3123
13876,22,8256
13877,18,3123
13878,13,962
13879,22,8256
13880,19,4783
13881,7,690
13882,14,956
13883,20,6859
13884,2,1649
13885,18,3123
13886,21,9135
13887,17,1988
13888,16,1208
13889,17,1988
13890,2,1649
13891,22,8256
13892,7,690
13893,19,4783
13894,19,4783
13895,21,9135
13896,20,6859
13897,22,8256
13898,20,6859
13899,22,8256
13900,5,1272
13901,22,8256
13902,20,6859
13903,20,6859
13904,11,850
13905,0,2941
13906,5,1272
13907,19,4783
13908,22,8256
13909,22,8256
13910,23,5744
13911,23,5744
13912,0,2941
13913,23,5744
13914,18,3123
13915,18,3123
13916,23,5744
13917,1,2339
13918,15,1063
13919,9,766
13920,5,1272
13921,21,9135
13922,20,6859
13923,19,4783
13924,22,8256
13925,18,3123
13926,23,5744
13927,19,4783
13928,18,3123
13929,6,952
13930,12,1016
13931,16,1208
13932,20,6859
13933,18,3123
13934,18,3123
13935,21,9135
13936,12,1016
13937,22,8256
13938,23,5744
13939,19,4783
13940,18,3123
13941,18,3123
13942,2,1649
13943,22,8256
13944,16,1208
13945,23,5744
13946,20,6859
13947,23,5744
13948,21,9135
13949,14,956
13950,19,4783
13951,19,4783
13952,21,9135
13953,18,3123
13954,22,8256
13955,5,1272
13956,1,2339
13957,22,8256
13958,23,5744
13959,6,952
13960,22,8256
13961,23,5744
13962,20,6859
13963,21,9135
13964,20,6859
13965,19,4783
13966,6,952
13967,2,1649
13968,22,8256
13969,3,1447
13970,22,8256
13971,19,4783
13972,17,1988
13973,4,1114
13974,10,902
13975,18,3123
13976,23,5744
13977,22,8256
13978,13,962
13979,16,1208
13980,0,2941
13981,21,9135
13982,20,6859
13983,3,1447
13984,1,2339
13985,15,1063
13986,23,5744
13987,18,3123
13988,14,956
13989,12,1016
13990,22,8256
13991,18,3123
13992,3,1447
13993,21,9135
13994,22,8256
13995,20,6859
13996,21,9135
13997,21,9135
13998,20,6859
13999,20,6859
14000,22,8256
14001,8,617
14002,3,1447
14003,20,6859
14004,20,6859
14005,9,766
14006,18,3123
14007,0,2941
14008,9,766
14009,22,8256
14010,20,6859
14011,19,4783
14012,21,9135
14013,21,9135
14014,21,9135
14015,0,2941
14016,0,2941
14017,19,4783
14018,20,6859
14019,5,1272
14020,19,4783
14021,20,6859
14022,21,9135
14023,19,4783
14024,0,2941
14025,19,4783
14026,22,8256
14027,22,8256
14028,22,8256
14029,20,6859
14030,22,8256
14031,21,9135
14032,23,5744
14033,20,6859
14034,21,9135
14035,19,4783
14036,17,1988
14037,20,6859
14038,21,9135
14039,7,690
14040,19,4783
14041,22,8256
14042,23,5744
14043,13,962
14044,20,6859
14045,23,5744
14046,20,6859
14047,22,8256
14048,3,1447
14049,0,2941
14050,10,902
14051,13,962
14052,16,1208
14053,16,1208
14054,23,5744
14055,23,5744
14056,23,5744
14057,18,3123
14058,22,8256
14059,20,6859
14060,2,1649
14061,21,9135
14062,21,9135
14063,23,5744
14064,20,6859
14065,22,8256
14066,23,5744
14067,19,4783
14068,21,9135
14069,20,6859
14070,22,8256
14071,19,4783
14072,2,1649
14073,19,4783
14074,22,8256
14075,22,8256
14076,22,8256
14077,23,5744
14078,21,9135
14079,22,8256
14080,21,9135
14081,20,6859
14082,2,1649
14083,20,6859
14084,22,8256
14085,3,1447
14086,16,1208
14087,15,1063
14088,7,690
14089,22,8256
14090,17,1988
14091,8,617
14092,23,5744
14093,2,1649
14094,21,9135
14095,22,8256
14096,20,6859
14097,20,6859
14098,20,6859
14099,4,1114
14100,23,5744
14101,21,9135
14102,22,8256
14103,20,6859
14104,19,4783
14105,19,4783
14106,17,1988
14107,17,1988
14108,20,6859
14109,13,962
14110,2,1649
14111,20,6859
14112,19,4783
14113,18,3123
14114,5,1272
14115,3,1447
14116,20,6859
14117,4,1114
14118,13,962
14119,23,5744
14120,5,1272
14121,22,8256
14122,1,2339
14123,9,766
14124,22,8256
14125,15,1063
14126,23,5744
14127,21,9135
14128,19,4783
14129,19,4783
14130,22,8256
14131,2,1649
14132,13,962
14133,22,8256
14134,4,1114
14135,18,3123
14136,16,1208
14137,4,1114
14138,18,3123
14139,12,1016
14140,22,8256
14141,20,6859
14142,21,9135
14143,20,6859
14144,22,8256
14145,3,1447
14146,19,4783
14147,21,9135
14148,20,6859
14149,7,690
14150,20,6859
14151,0,2941
14152,21,9135
14153,22,8256
14154,23,5744
14155,22,8256
14156,9,766
14157,16,1208
14158,6,952
14159,18,3123
14160,21,9135
14161,22,8256
14162,21,9135
14163,22,8256
14164,13,962
14165,23,5744
14166,13,962
14167,20,6859
14168,23,5744
14169,11,850
14170,20,6859
14171,21,9135
14172,20,6859
14173,18,3123
14174,21,9135
14175,21,9135
14176,23,5744
14177,4,1114
14178,10,902
14179,6,952
14180,22,8256
14181,0,2941
14182,2,1649
14183,0,2941
14184,0,2941
14185,0,2941
14186,21,9135
14187,22,8256
14188,22,8256
14189,19,4783
14190,19,4783
14191,20,6859
14192,19,4783
14193,20,6859
14194,20,6859
14195,17,1988
14196,18,3123
14197,21,9135
14198,23,5744
14199,12,1016
14200,21,9135
14201,23,5744
14202,22,8256
14203,19,4783
14204,23,5744
14205,23,5744
14206,20,6859
14207,12,1016
14208,13,962
14209,0,2941
14210,22,8256
14211,22,8256
14212,19,4783
14213,23,5744
14214,18,3123
14215,20,6859
14216,19,4783
14217,20,6859
14218,0,2941
14219,21,9135
14220,19,4783
14221,5,1272
14222,23,5744
14223,20,6859
14224,22,8256
14225,21,9135
14226,22,8256
14227,1,2339
14228,22,8256
14229,22,8256
14230,19,4783
14231,20,6859
14232,12,1016
14233,14,956
14234,19,4783
14235,18,3123
14236,22,8256
14237,19,4783
14238,16,1208
14239,19,4783
14240,21,9135
14241,8,617
14242,21,9135
14243,21,9135
14244,17,1988
14245,15,1063
14246,20,6859
14247,18,3123
14248,21,9135
14249,17,1988
14250,21,9135
14251,22,8256
14252,19,4783
14253,4,1114
14254,19,4783
14255,0,2941
14256,2,1649
14257,12,1016
14258,17,1988
14259,2,1649
14260,4,1114
14261,21,9135
14262,20,6859
14263,4,1114
14264,3,1447
14265,1,2339
14266,23,5744
14267,20,6859
14268,18,3123
14269,4,1114
14270,22,8256
14271,21,9135
14272,22,8256
14273,21,9135
14274,14,956
14275,19,4783
14276,19,4783
14277,12,1016
14278,18,3123
14279,4,1114
14280,23,5744
14281,0,2941
14282,21,9135
14283,23,5744
14284,22,8256
14285,21,9135
14286,6,952
14287,3,1447
14288,18,3123
14289,20,6859
14290,21,9135
14291,15,1063
14292,13,962
14293,21,9135
14294,21,9135
14295,0,2941
14296,3,1447
14297,3,1447
14298,22,8256
14299,22,8256
14300,22,8256
14301,15,1063
14302,15,1063
14303,19,4783
14304,22,8256
14305,23,5744
14306,0,2941
14307,22,8256
14308,17,1988
14309,20,6859
14310,10,902
14311,21,9135
14312,12,1016
14313,20,6859
14314,20,6859
14315,22,8256
14316,0,2941
14317,17,1988
14318,0,2941
14319,23,5744
14320,6,952
14321,15,1063
14322,17,1988
14323,12,1016
14324,20,6859
14325,0,2941
14326,20,6859
14327,21,9135
14328,21,9135
14329,23,5744
14330,20,6859
14331,22,8256
14332,14,956
14333,22,8256
14334,22,8256
14335,5,1272
14336,21,9135
14337,21,9135
14338,8,617
14339,21,9135
14340,19,4783
14341,18,3123
14342,23,5744
14343,22,8256
14344,6,952
14345,12,1016
14346,1,2339
14347,21,9135
14348,19,4783
14349,18,3123
14350,21,9135
14351,21,9135
14352,18,3123
14353,6,952
14354,21,9135
14355,14,956
14356,5,1272
14357,17,1988
14358,14,956
14359,16,1208
14360,23,5744
14361,9,766
14362,20,6859
14363,4,1114
14364,18,3123
14365,9,766
14366,17,1988
14367,22,8256
14368,2,1649
14369,12,1016
14370,23,5744
14371,0,2941
14372,23,5744
14373,23,5744
14374,22,8256
14375,0,2941
14376,11,850
14377,6,952
14378,17,1988
14379,22,8256
14380,20,6859
14381,1,2339
14382,20,6859
14383,21,9135
14384,23,5744
14385,20,6859
14386,2,1649
14387,0,2941
14388,20,6859
14389,7,690
14390,8,617
14391,22,8256
14392,5,1272
14393,5,1272
14394,19,4783
14395,22,8256
14396,21,9135
14397,22,8256
14398,20,6859
14399,20,6859
14400,19,4783
14401,20,6859
14402,19,4783
14403,20,6859
14404,9,766
14405,0,2941
14406,21,9135
14407,23,5744
14408,18,3123
14409,19,4783
14410,20,6859
14411,20,6859
14412,20,6859
14413,21,9135
14414,21,9135
14415,3,1447
14416,22,8256
14417,2,1649
14418,0,2941
14419,11,850
14420,16,1208
14421,8,617
14422,11,850
14423,23,5744
14424,20,6859
14425,22,8256
14426,22,8256
14427,22,8256
14428,0,2941
14429,21,9135
14430,21,9135
14431,18,3123
14432,20,6859
14433,21,9135
14434,9,766
14435,23,5744
14436,22,8256
14437,14,956
14438,0,2941
14439,22,8256
14440,21,9135
14441,21,9135
14442,16,1208
14443,22,8256
14444,22,8256
14445,20,6859
14446,23,5744
14447,21,9135
14448,0,2941
14449,8,617
14450,21,9135
14451,5,1272
14452,23,5744
14453,6,952
14454,20,6859
14455,21,9135
14456,20,6859
14457,19,4783
14458,15,1063
14459,20,6859
14460,23,5744
14461,21,9135
14462,23,5744
14463,6,952
14464,5,1272
14465,15,1063
14466,20,6859
14467,22,8256
14468,22,8256
14469,19,4783
14470,23,5744
14471,1,2339
14472,21,9135
14473,15,1063
14474,0,2941
14475,0,2941
14476,21,9135
14477,23,5744
14478,1,2339
14479,3,1447
14480,6,952
14481,23,5744
14482,21,9135
14483,6,952
14484,0,2941
14485,23,5744
14486,17,1988
14487,19,4783
14488,0,2941
14489,2,1649
14490,5,1272
14491,22,8256
14492,20,6859
14493,20,6859
14494,21,9135
14495,19,4783
14496,0,2941
14497,6,952
14498,22,8256
14499,23,5744
14500,20,6859
14501,18,3123
14502,0,2941
14503,22,8256
14504,21,9135
14505,0,2941
14506,23,5744
14507,21,9135
14508,21,9135
14509,21,9135
14510,19,4783
14511,0,2941
14512,0,2941
14513,11,850
14514,0,2941
14515,1,2339
14516,19,4783
14517,23,5744
14518,23,5744
14519,1,2339
14520,20,6859
14521,2,1649
14522,1,2339
14523,1,2339
14524,20,6859
14525,3,1447
14526,20,6859
14527,19,4783
14528,20,6859
14529,0,2941
14530,5,1272
14531,23,5744
14532,19,4783
14533,20,6859
14534,1,2339
14535,20,6859
14536,22,8256
14537,18,3123
14538,18,3123
14539,22,8256
14540,10,902
14541,12,1016
14542,21,9135
14543,22,8256
14544,1,2339
14545,21,9135
14546,20,6859
14547,22,8256
14548,9,766
14549,2,1649
14550,23,5744
14551,8,617
14552,20,6859
14553,21,9135
14554,23,5744
14555,17,1988
14556,18,3123
14557,7,690
14558,22,8256
14559,20,6859
14560,4,1114
14561,15,1063
14562,21,9135
14563,20,6859
14564,22,8256
14565,20,6859
14566,21,9135
14567,21,9135
14568,21,9135
14569,4,1114
14570,0,2941
14571,4,1114
14572,22,8256
14573,20,6859
14574,22,8256
14575,20,6859
14576,21,9135
14577,20,6859
14578,20,6859
14579,20,6859
14580,22,8256
14581,23,5744
14582,4,1114
14583,21,9135
14584,22,8256
14585,17,1988
14586,21,9135
14587,20,6859
14588,20,6859
14589,15,1063
14590,22,8256
14591,22,8256
14592,20,6859
14593,20,6859
14594,22,8256
14595,17,1988
14596,21,9135
14597,21,9135
14598,22,8256
14599,9,766
14600,19,4783
14601,21,9135
14602,22,8256
14603,17,1988
14604,21,9135
14605,21,9135
14606,21,9135
14607,21,9135
14608,21,9135
14609,10,902
14610,0,2941
14611,22,8256
14612,22,8256
14613,21,9135
14614,21,9135
14615,21,9135
14616,21,9135
14617,21,9135
14618,21,9135
14619,17,1988
14620,23,5744
14621,23,5744
14622,5,1272
14623,20,6859
14624,20,6859
14625,23,5744
14626,18,3123
14627,22,8256
14628,15,1063
14629,0,2941
14630,21,9135
14631,21,9135
14632,17,1988
14633,21,9135
14634,22,8256
14635,21,9135
14636,20,6859
14637,19,4783
14638,22,8256
14639,23,5744
14640,21,9135
14641,20,6859
14642,20,6859
14643,23,5744
14644,21,9135
14645,7,690
14646,9,766
14647,21,9135
14648,15,1063
14649,20,6859
14650,22,8256
14651,19,4783
14652,22,8256
14653,21,9135
14654,19,4783
14655,20,6859
14656,15,1063
14657,16,1208
14658,2,1649
14659,12,1016
14660,1,2339
14661,20,6859
14662,2,1649
14663,21,9135
14664,23,5744
14665,0,2941
14666,21,9135
14667,22,8256
14668,23,5744
14669,18,3123
14670,22,8256
14671,21,9135
14672,10,902
14673,0,2941
14674,3,1447
14675,3,1447
14676,18,3123
14677,23,5744
14678,8,617
14679,21,9135
14680,19,4783
14681,19,4783
14682,20,6859
14683,1,2339
14684,21,9135
14685,21,9135
14686,5,1272
14687,19,4783
14688,21,9135
14689,20,6859
14690,0,2941
14691,2,1649
14692,6,952
14693,21,9135
14694,22,8256
14695,5,1272
14696,23,5744
14697,4,1114
14698,22,8256
14699,22,8256
14700,19,4783
14701,21,9135
14702,22,8256
14703,19,4783
14704,3,1447
14705,19,4783
14706,21,9135
14707,21,9135
14708,18,3123
14709,16,1208
14710,16,1208
14711,19,4783
14712,3,1447
14713,0,2941
14714,21,9135
14715,22,8256
14716,20,6859
14717,21,9135
14718,3,1447
14719,18,3123
14720,1,2339
14721,18,3123
14722,16,1208
14723,2,1649
14724,13,962
14725,21,9135
14726,16,1208
14727,0,2941
14728,16,1208
14729,20,6859
14730,5,1272
14731,20,6859
14732,19,4783
14733,21,9135
14734,21,9135
14735,21,9135
14736,21,9135
14737,19,4783
14738,16,1208
14739,21,9135
14740,16,1208
14741,22,8256
14742,19,4783
14743,17,1988
14744,21,9135
14745,4,1114
14746,22,8256
14747,21,9135
14748,18,3123
14749,22,8256
14750,19,4783
14751,22,8256
14752,22,8256
14753,23,5744
14754,7,690
14755,1,2339
14756,10,902
14757,21,9135
14758,0,2941
14759,10,902
14760,20,6859
14761,20,6859
14762,12,1016
14763,23,5744
14764,6,952
14765,20,6859
14766,21,9135
14767,23,5744
14768,20,6859
14769,20,6859
14770,1,2339
14771,22,8256
14772,3,1447
14773,2,1649
14774,21,9135
14775,20,6859
14776,20,6859
14777,19,4783
14778,22,8256
14779,18,3123
14780,22,8256
14781,21,9135
14782,14,956
14783,21,9135
14784,19,4783
14785,21,9135
14786,8,617
14787,14,956
14788,0,2941
14789,21,9135
14790,18,3123
14791,21,9135
14792,9,766
14793,21,9135
14794,19,4783
14795,21,9135
14796,21,9135
14797,22,8256
14798,12,1016
14799,3,1447
14800,21,9135
14801,23,5744
14802,19,4783
14803,21,9135
14804,4,1114
14805,0,2941
14806,0,2941
14807,20,6859
14808,9,766
14809,12,1016
14810,14,956
14811,14,956
14812,22,8256
14813,20,6859
14814,0,2941
14815,6,952
14816,20,6859
14817,22,8256
14818,19,4783
14819,5,1272
14820,20,6859
14821,21,9135
14822,18,3123
14823,21,9135
14824,3,1447
14825,18,3123
14826,21,9135
14827,19,4783
14828,20,6859
14829,22,8256
14830,22,8256
14831,22,8256
14832,23,5744
14833,23,5744
14834,21,9135
14835,19,4783
14836,19,4783
14837,20,6859
14838,20,6859
14839,22,8256
14840,14,956
14841,22,8256
14842,12,1016
14843,21,9135
14844,21,9135
14845,17,1988
14846,19,4783
