,Shape,Shape_count
56881,sphere,4134
56882,triangle,6268
56883,triangle,6268
56884,triangle,6268
56885,triangle,6268
56886,triangle,6268
56887,unknown,4359
56888,unknown,4359
56889,unknown,4359
56890,light,12895
56891,sphere,4134
56892,disk,3853
56893,fireball,4939
56894,other,4209
56895,circle,5890
56896,circle,5890
56897,sphere,4134
56898,fireball,4939
56899,light,12895
56900,light,12895
56901,sphere,4134
56902,circle,5890
56903,light,12895
56904,egg,555
56905,light,12895
56906,other,4209
56907,other,4209
56908,oval,2881
56909,oval,2881
56910,unknown,4359
56911,unknown,4359
56912,unknown,4359
56913,oval,2881
56914,circle,5890
56915,flash,1025
56916,sphere,4134
56917,triangle,6268
56918,circle,5890
56919,formation,1908
56920,unknown,4359
56921,circle,5890
56922,light,12895
56923,circle,5890
56924,circle,5890
56925,circle,5890
56926,circle,5890
56927,cylinder,977
56928,disk,3853
56929,fireball,4939
56930,fireball,4939
56931,fireball,4939
56932,fireball,4939
56933,fireball,4939
56934,formation,1908
56935,light,12895
56936,light,12895
56937,light,12895
56938,light,12895
56939,light,12895
56940,light,12895
56941,light,12895
56942,light,12895
56943,other,4209
56944,oval,2881
56945,rectangle,1010
56946,rectangle,1010
56947,triangle,6268
56948,unknown,4359
56949,unknown,4359
56950,changing,1517
56951,fireball,4939
56952,triangle,6268
56953,changing,1517
56954,changing,1517
56955,changing,1517
56956,circle,5890
56957,circle,5890
56958,diamond,884
56959,fireball,4939
56960,fireball,4939
56961,fireball,4939
56962,fireball,4939
56963,light,12895
56964,light,12895
56965,light,12895
56966,light,12895
56967,light,12895
56968,other,4209
56969,other,4209
56970,other,4209
56971,sphere,4134
56972,sphere,4134
56973,sphere,4134
56974,triangle,6268
56975,triangle,6268
56976,triangle,6268
56977,triangle,6268
56978,circle,5890
56979,changing,1517
56980,chevron,774
56981,circle,5890
56982,disk,3853
56983,fireball,4939
56984,flash,1025
56985,flash,1025
56986,formation,1908
56987,light,12895
56988,light,12895
56989,light,12895
56990,other,4209
56991,triangle,6268
56992,triangle,6268
56993,triangle,6268
56994,triangle,6268
56995,unknown,4359
56996,unknown,4359
56997,unknown,4359
56998,fireball,4939
56999,light,12895
57000,light,12895
57001,light,12895
57002,triangle,6268
57003,flash,1025
57004,disk,3853
57005,disk,3853
57006,fireball,4939
57007,other,4209
57008,oval,2881
57009,circle,5890
57010,cylinder,977
57011,disk,3853
57012,disk,3853
57013,fireball,4939
57014,fireball,4939
57015,flash,1025
57016,formation,1908
57017,formation,1908
57018,light,12895
57019,light,12895
57020,oval,2881
57021,oval,2881
57022,triangle,6268
57023,egg,555
57024,flash,1025
57025,sphere,4134
57026,light,12895
57027,light,12895
57028,sphere,4134
57029,sphere,4134
57030,light,12895
57031,fireball,4939
57032,light,12895
57033,light,12895
57034,fireball,4939
57035,triangle,6268
57036,disk,3853
57037,formation,1908
57038,light,12895
57039,cylinder,977
57040,changing,1517
57041,chevron,774
57042,cigar,1569
57043,circle,5890
57044,circle,5890
57045,disk,3853
57046,disk,3853
57047,egg,555
57048,fireball,4939
57049,light,12895
57050,light,12895
57051,other,4209
57052,other,4209
57053,sphere,4134
57054,unknown,4359
57055,fireball,4939
57056,oval,2881
57057,formation,1908
57058,cigar,1569
57059,circle,5890
57060,cylinder,977
57061,disk,3853
57062,fireball,4939
57063,formation,1908
57064,light,12895
57065,light,12895
57066,light,12895
57067,light,12895
57068,other,4209
57069,sphere,4134
57070,unknown,4359
57071,unknown,4359
57072,unknown,4359
57073,unknown,4359
57074,sphere,4134
57075,sphere,4134
57076,flash,1025
57077,light,12895
57078,light,12895
57079,triangle,6268
57080,triangle,6268
57081,circle,5890
57082,disk,3853
57083,circle,5890
57084,sphere,4134
57085,unknown,4359
57086,changing,1517
57087,changing,1517
57088,chevron,774
57089,chevron,774
57090,circle,5890
57091,circle,5890
57092,cone,235
57093,cone,235
57094,diamond,884
57095,diamond,884
57096,diamond,884
57097,disk,3853
57098,disk,3853
57099,disk,3853
57100,disk,3853
57101,egg,555
57102,fireball,4939
57103,fireball,4939
57104,fireball,4939
57105,fireball,4939
57106,fireball,4939
57107,fireball,4939
57108,formation,1908
57109,light,12895
57110,light,12895
57111,light,12895
57112,light,12895
57113,light,12895
57114,light,12895
57115,light,12895
57116,light,12895
57117,light,12895
57118,light,12895
57119,light,12895
57120,light,12895
57121,light,12895
57122,light,12895
57123,light,12895
57124,light,12895
57125,light,12895
57126,other,4209
57127,other,4209
57128,other,4209
57129,other,4209
57130,other,4209
57131,other,4209
57132,oval,2881
57133,oval,2881
57134,rectangle,1010
57135,rectangle,1010
57136,sphere,4134
57137,sphere,4134
57138,sphere,4134
57139,triangle,6268
57140,triangle,6268
57141,unknown,4359
57142,unknown,4359
57143,unknown,4359
57144,unknown,4359
57145,unknown,4359
57146,unknown,4359
57147,unknown,4359
57148,unknown,4359
57149,light,12895
57150,light,12895
57151,teardrop,560
57152,chevron,774
57153,fireball,4939
57154,flash,1025
57155,light,12895
57156,fireball,4939
57157,cross,177
57158,disk,3853
57159,oval,2881
57160,sphere,4134
57161,triangle,6268
57162,triangle,6268
57163,triangle,6268
57164,triangle,6268
57165,disk,3853
57166,light,12895
57167,light,12895
57168,light,12895
57169,light,12895
57170,light,12895
57171,other,4209
57172,other,4209
57173,triangle,6268
57174,oval,2881
57175,sphere,4134
57176,disk,3853
57177,light,12895
57178,fireball,4939
57179,light,12895
57180,unknown,4359
57181,light,12895
57182,fireball,4939
57183,light,12895
57184,rectangle,1010
57185,sphere,4134
57186,cross,177
57187,disk,3853
57188,flash,1025
57189,formation,1908
57190,light,12895
57191,light,12895
57192,sphere,4134
57193,triangle,6268
57194,unknown,4359
57195,unknown,4359
57196,unknown,4359
57197,unknown,4359
57198,oval,2881
57199,diamond,884
57200,light,12895
57201,unknown,4359
57202,light,12895
57203,light,12895
57204,circle,5890
57205,other,4209
57206,circle,5890
57207,disk,3853
57208,circle,5890
57209,changing,1517
57210,changing,1517
57211,changing,1517
57212,circle,5890
57213,diamond,884
57214,diamond,884
57215,diamond,884
57216,disk,3853
57217,fireball,4939
57218,fireball,4939
57219,fireball,4939
57220,flash,1025
57221,formation,1908
57222,light,12895
57223,light,12895
57224,light,12895
57225,light,12895
57226,light,12895
57227,light,12895
57228,light,12895
57229,light,12895
57230,other,4209
57231,other,4209
57232,sphere,4134
57233,sphere,4134
57234,sphere,4134
57235,sphere,4134
57236,sphere,4134
57237,triangle,6268
57238,triangle,6268
57239,triangle,6268
57240,unknown,4359
57241,unknown,4359
57242,fireball,4939
57243,disk,3853
57244,fireball,4939
57245,chevron,774
57246,circle,5890
57247,circle,5890
57248,circle,5890
57249,circle,5890
57250,diamond,884
57251,fireball,4939
57252,fireball,4939
57253,flash,1025
57254,light,12895
57255,light,12895
57256,light,12895
57257,light,12895
57258,light,12895
57259,triangle,6268
57260,triangle,6268
57261,triangle,6268
57262,unknown,4359
57263,unknown,4359
57264,chevron,774
57265,fireball,4939
57266,fireball,4939
57267,fireball,4939
57268,formation,1908
57269,other,4209
57270,oval,2881
57271,triangle,6268
57272,triangle,6268
57273,unknown,4359
57274,cigar,1569
57275,circle,5890
57276,circle,5890
57277,fireball,4939
57278,formation,1908
57279,formation,1908
57280,light,12895
57281,other,4209
57282,oval,2881
57283,oval,2881
57284,oval,2881
57285,light,12895
57286,egg,555
57287,light,12895
57288,light,12895
57289,circle,5890
57290,circle,5890
57291,light,12895
57292,light,12895
57293,light,12895
57294,light,12895
57295,oval,2881
57296,rectangle,1010
57297,fireball,4939
57298,changing,1517
57299,chevron,774
57300,chevron,774
57301,circle,5890
57302,circle,5890
57303,circle,5890
57304,circle,5890
57305,circle,5890
57306,circle,5890
57307,circle,5890
57308,cone,235
57309,cone,235
57310,diamond,884
57311,egg,555
57312,fireball,4939
57313,fireball,4939
57314,fireball,4939
57315,fireball,4939
57316,fireball,4939
57317,flash,1025
57318,light,12895
57319,light,12895
57320,light,12895
57321,light,12895
57322,light,12895
57323,light,12895
57324,other,4209
57325,other,4209
57326,other,4209
57327,other,4209
57328,other,4209
57329,oval,2881
57330,sphere,4134
57331,sphere,4134
57332,sphere,4134
57333,sphere,4134
57334,sphere,4134
57335,sphere,4134
57336,triangle,6268
57337,triangle,6268
57338,unknown,4359
57339,unknown,4359
57340,oval,2881
57341,light,12895
57342,triangle,6268
57343,disk,3853
57344,other,4209
57345,light,12895
57346,triangle,6268
57347,changing,1517
57348,chevron,774
57349,cigar,1569
57350,circle,5890
57351,circle,5890
57352,cone,235
57353,cylinder,977
57354,cylinder,977
57355,fireball,4939
57356,fireball,4939
57357,fireball,4939
57358,flash,1025
57359,formation,1908
57360,light,12895
57361,light,12895
57362,light,12895
57363,light,12895
57364,light,12895
57365,light,12895
57366,light,12895
57367,light,12895
57368,other,4209
57369,other,4209
57370,oval,2881
57371,sphere,4134
57372,sphere,4134
57373,triangle,6268
57374,triangle,6268
57375,unknown,4359
57376,disk,3853
57377,oval,2881
57378,changing,1517
57379,cigar,1569
57380,cigar,1569
57381,circle,5890
57382,circle,5890
57383,circle,5890
57384,cylinder,977
57385,diamond,884
57386,disk,3853
57387,disk,3853
57388,disk,3853
57389,disk,3853
57390,disk,3853
57391,disk,3853
57392,egg,555
57393,fireball,4939
57394,fireball,4939
57395,fireball,4939
57396,fireball,4939
57397,fireball,4939
57398,fireball,4939
57399,fireball,4939
57400,fireball,4939
57401,fireball,4939
57402,flash,1025
57403,flash,1025
57404,formation,1908
57405,formation,1908
57406,formation,1908
57407,light,12895
57408,light,12895
57409,light,12895
57410,light,12895
57411,light,12895
57412,light,12895
57413,light,12895
57414,light,12895
57415,light,12895
57416,light,12895
57417,light,12895
57418,light,12895
57419,light,12895
57420,other,4209
57421,oval,2881
57422,oval,2881
57423,oval,2881
57424,oval,2881
57425,rectangle,1010
57426,sphere,4134
57427,sphere,4134
57428,sphere,4134
57429,sphere,4134
57430,sphere,4134
57431,triangle,6268
57432,triangle,6268
57433,unknown,4359
57434,unknown,4359
57435,unknown,4359
57436,unknown,4359
57437,unknown,4359
57438,circle,5890
57439,light,12895
57440,other,4209
57441,light,12895
57442,changing,1517
57443,changing,1517
57444,circle,5890
57445,fireball,4939
57446,formation,1908
57447,light,12895
57448,light,12895
57449,light,12895
57450,light,12895
57451,light,12895
57452,light,12895
57453,other,4209
57454,oval,2881
57455,teardrop,560
57456,triangle,6268
57457,triangle,6268
57458,unknown,4359
57459,unknown,4359
57460,circle,5890
57461,cylinder,977
57462,light,12895
57463,light,12895
57464,light,12895
57465,light,12895
57466,oval,2881
57467,sphere,4134
57468,triangle,6268
57469,unknown,4359
57470,cone,235
57471,cone,235
57472,circle,5890
57473,circle,5890
57474,circle,5890
57475,circle,5890
57476,flash,1025
57477,light,12895
57478,light,12895
57479,light,12895
57480,other,4209
57481,sphere,4134
57482,triangle,6268
57483,light,12895
57484,chevron,774
57485,triangle,6268
57486,light,12895
57487,chevron,774
57488,fireball,4939
57489,circle,5890
57490,fireball,4939
57491,fireball,4939
57492,light,12895
57493,light,12895
57494,other,4209
57495,oval,2881
57496,oval,2881
57497,sphere,4134
57498,triangle,6268
57499,unknown,4359
57500,light,12895
57501,light,12895
57502,other,4209
57503,triangle,6268
57504,fireball,4939
57505,light,12895
57506,light,12895
57507,light,12895
57508,light,12895
57509,rectangle,1010
57510,sphere,4134
57511,sphere,4134
57512,triangle,6268
57513,unknown,4359
57514,unknown,4359
57515,unknown,4359
57516,changing,1517
57517,changing,1517
57518,changing,1517
57519,changing,1517
57520,changing,1517
57521,changing,1517
57522,changing,1517
57523,changing,1517
57524,changing,1517
57525,chevron,774
57526,chevron,774
57527,chevron,774
57528,cigar,1569
57529,cigar,1569
57530,cigar,1569
57531,cigar,1569
57532,cigar,1569
57533,cigar,1569
57534,cigar,1569
57535,cigar,1569
57536,cigar,1569
57537,cigar,1569
57538,cigar,1569
57539,circle,5890
57540,circle,5890
57541,circle,5890
57542,circle,5890
57543,circle,5890
57544,circle,5890
57545,circle,5890
57546,circle,5890
57547,circle,5890
57548,circle,5890
57549,circle,5890
57550,circle,5890
57551,circle,5890
57552,circle,5890
57553,circle,5890
57554,circle,5890
57555,circle,5890
57556,circle,5890
57557,circle,5890
57558,circle,5890
57559,circle,5890
57560,circle,5890
57561,circle,5890
57562,circle,5890
57563,circle,5890
57564,circle,5890
57565,circle,5890
57566,circle,5890
57567,circle,5890
57568,circle,5890
57569,circle,5890
57570,circle,5890
57571,circle,5890
57572,circle,5890
57573,circle,5890
57574,circle,5890
57575,circle,5890
57576,circle,5890
57577,circle,5890
57578,circle,5890
57579,circle,5890
57580,circle,5890
57581,circle,5890
57582,circle,5890
57583,circle,5890
57584,circle,5890
57585,cone,235
57586,cylinder,977
57587,cylinder,977
57588,cylinder,977
57589,cylinder,977
57590,cylinder,977
57591,cylinder,977
57592,cylinder,977
57593,cylinder,977
57594,cylinder,977
57595,cylinder,977
57596,cylinder,977
57597,diamond,884
57598,diamond,884
57599,diamond,884
57600,diamond,884
57601,diamond,884
57602,diamond,884
57603,disk,3853
57604,disk,3853
57605,disk,3853
57606,disk,3853
57607,disk,3853
57608,disk,3853
57609,disk,3853
57610,disk,3853
57611,disk,3853
57612,disk,3853
57613,disk,3853
57614,disk,3853
57615,disk,3853
57616,disk,3853
57617,disk,3853
57618,disk,3853
57619,disk,3853
57620,disk,3853
57621,disk,3853
57622,disk,3853
57623,disk,3853
57624,disk,3853
57625,egg,555
57626,egg,555
57627,egg,555
57628,egg,555
57629,egg,555
57630,egg,555
57631,fireball,4939
57632,fireball,4939
57633,fireball,4939
57634,fireball,4939
57635,fireball,4939
57636,fireball,4939
57637,fireball,4939
57638,fireball,4939
57639,fireball,4939
57640,fireball,4939
57641,fireball,4939
57642,fireball,4939
57643,fireball,4939
57644,fireball,4939
57645,fireball,4939
57646,fireball,4939
57647,fireball,4939
57648,fireball,4939
57649,fireball,4939
57650,fireball,4939
57651,fireball,4939
57652,fireball,4939
57653,fireball,4939
57654,fireball,4939
57655,fireball,4939
57656,fireball,4939
57657,fireball,4939
57658,fireball,4939
57659,fireball,4939
57660,fireball,4939
57661,fireball,4939
57662,fireball,4939
57663,fireball,4939
57664,fireball,4939
57665,fireball,4939
57666,fireball,4939
57667,fireball,4939
57668,fireball,4939
57669,fireball,4939
57670,fireball,4939
57671,fireball,4939
57672,fireball,4939
57673,fireball,4939
57674,fireball,4939
57675,fireball,4939
57676,fireball,4939
57677,fireball,4939
57678,fireball,4939
57679,flash,1025
57680,flash,1025
57681,flash,1025
57682,flash,1025
57683,flash,1025
57684,flash,1025
57685,formation,1908
57686,formation,1908
57687,formation,1908
57688,formation,1908
57689,formation,1908
57690,formation,1908
57691,formation,1908
57692,formation,1908
57693,formation,1908
57694,formation,1908
57695,formation,1908
57696,light,12895
57697,light,12895
57698,light,12895
57699,light,12895
57700,light,12895
57701,light,12895
57702,light,12895
57703,light,12895
57704,light,12895
57705,light,12895
57706,light,12895
57707,light,12895
57708,light,12895
57709,light,12895
57710,light,12895
57711,light,12895
57712,light,12895
57713,light,12895
57714,light,12895
57715,light,12895
57716,light,12895
57717,light,12895
57718,light,12895
57719,light,12895
57720,light,12895
57721,light,12895
57722,light,12895
57723,light,12895
57724,light,12895
57725,light,12895
57726,light,12895
57727,light,12895
57728,light,12895
57729,light,12895
57730,light,12895
57731,light,12895
57732,light,12895
57733,light,12895
57734,light,12895
57735,light,12895
57736,light,12895
57737,light,12895
57738,light,12895
57739,light,12895
57740,light,12895
57741,light,12895
57742,light,12895
57743,light,12895
57744,light,12895
57745,light,12895
57746,light,12895
57747,light,12895
57748,light,12895
57749,light,12895
57750,light,12895
57751,light,12895
57752,light,12895
57753,light,12895
57754,light,12895
57755,light,12895
57756,light,12895
57757,light,12895
57758,light,12895
57759,light,12895
57760,light,12895
57761,light,12895
57762,light,12895
57763,light,12895
57764,light,12895
57765,light,12895
57766,light,12895
57767,light,12895
57768,light,12895
57769,light,12895
57770,light,12895
57771,light,12895
57772,light,12895
57773,light,12895
57774,light,12895
57775,light,12895
57776,light,12895
57777,light,12895
57778,light,12895
57779,light,12895
57780,light,12895
57781,light,12895
57782,light,12895
57783,light,12895
57784,light,12895
57785,light,12895
57786,light,12895
57787,light,12895
57788,light,12895
57789,light,12895
57790,light,12895
57791,light,12895
57792,light,12895
57793,light,12895
57794,light,12895
57795,light,12895
57796,light,12895
57797,light,12895
57798,light,12895
57799,light,12895
57800,light,12895
57801,light,12895
57802,light,12895
57803,light,12895
57804,light,12895
57805,light,12895
57806,light,12895
57807,light,12895
57808,other,4209
57809,other,4209
57810,other,4209
57811,other,4209
57812,other,4209
57813,other,4209
57814,other,4209
57815,other,4209
57816,other,4209
57817,other,4209
57818,other,4209
57819,other,4209
57820,other,4209
57821,other,4209
57822,other,4209
57823,other,4209
57824,other,4209
57825,other,4209
57826,other,4209
57827,other,4209
57828,other,4209
57829,other,4209
57830,other,4209
57831,other,4209
57832,other,4209
57833,other,4209
57834,other,4209
57835,other,4209
57836,other,4209
57837,other,4209
57838,other,4209
57839,other,4209
57840,other,4209
57841,other,4209
57842,other,4209
57843,other,4209
57844,other,4209
57845,other,4209
57846,other,4209
57847,other,4209
57848,other,4209
57849,other,4209
57850,oval,2881
57851,oval,2881
57852,oval,2881
57853,oval,2881
57854,oval,2881
57855,oval,2881
57856,oval,2881
57857,oval,2881
57858,oval,2881
57859,oval,2881
57860,oval,2881
57861,oval,2881
57862,oval,2881
57863,oval,2881
57864,oval,2881
57865,oval,2881
57866,oval,2881
57867,rectangle,1010
57868,rectangle,1010
57869,rectangle,1010
57870,rectangle,1010
57871,rectangle,1010
57872,rectangle,1010
57873,rectangle,1010
57874,rectangle,1010
57875,rectangle,1010
57876,rectangle,1010
57877,rectangle,1010
57878,rectangle,1010
57879,sphere,4134
57880,sphere,4134
57881,sphere,4134
57882,sphere,4134
57883,sphere,4134
57884,sphere,4134
57885,sphere,4134
57886,sphere,4134
57887,sphere,4134
57888,sphere,4134
57889,sphere,4134
57890,sphere,4134
57891,sphere,4134
57892,sphere,4134
57893,sphere,4134
57894,sphere,4134
57895,sphere,4134
57896,sphere,4134
57897,sphere,4134
57898,sphere,4134
57899,sphere,4134
57900,sphere,4134
57901,sphere,4134
57902,sphere,4134
57903,sphere,4134
57904,sphere,4134
57905,sphere,4134
57906,sphere,4134
57907,sphere,4134
57908,sphere,4134
57909,sphere,4134
57910,sphere,4134
57911,teardrop,560
57912,teardrop,560
57913,teardrop,560
57914,teardrop,560
57915,teardrop,560
57916,teardrop,560
57917,teardrop,560
57918,teardrop,560
57919,teardrop,560
57920,triangle,6268
57921,triangle,6268
57922,triangle,6268
57923,triangle,6268
57924,triangle,6268
57925,triangle,6268
57926,triangle,6268
57927,triangle,6268
57928,triangle,6268
57929,triangle,6268
57930,triangle,6268
57931,triangle,6268
57932,triangle,6268
57933,triangle,6268
57934,triangle,6268
57935,triangle,6268
57936,triangle,6268
57937,triangle,6268
57938,triangle,6268
57939,triangle,6268
57940,triangle,6268
57941,triangle,6268
57942,triangle,6268
57943,triangle,6268
57944,triangle,6268
57945,triangle,6268
57946,triangle,6268
57947,triangle,6268
57948,triangle,6268
57949,triangle,6268
57950,triangle,6268
57951,unknown,4359
57952,unknown,4359
57953,unknown,4359
57954,unknown,4359
57955,unknown,4359
57956,unknown,4359
57957,unknown,4359
57958,unknown,4359
57959,unknown,4359
57960,unknown,4359
57961,unknown,4359
57962,unknown,4359
57963,unknown,4359
57964,unknown,4359
57965,unknown,4359
57966,unknown,4359
57967,unknown,4359
57968,unknown,4359
57969,unknown,4359
57970,unknown,4359
57971,unknown,4359
57972,unknown,4359
57973,unknown,4359
57974,unknown,4359
57975,unknown,4359
57976,unknown,4359
57977,unknown,4359
57978,unknown,4359
57979,unknown,4359
57980,unknown,4359
57981,unknown,4359
57982,unknown,4359
57983,unknown,4359
57984,cigar,1569
57985,flash,1025
57986,flash,1025
57987,light,12895
57988,circle,5890
57989,disk,3853
57990,disk,3853
57991,fireball,4939
57992,light,12895
57993,oval,2881
57994,triangle,6268
57995,unknown,4359
57996,unknown,4359
57997,fireball,4939
57998,changing,1517
57999,diamond,884
58000,fireball,4939
58001,light,12895
58002,light,12895
58003,light,12895
58004,other,4209
58005,other,4209
58006,other,4209
58007,oval,2881
58008,oval,2881
58009,unknown,4359
58010,unknown,4359
58011,cigar,1569
58012,circle,5890
58013,circle,5890
58014,circle,5890
58015,formation,1908
58016,light,12895
58017,light,12895
58018,light,12895
58019,light,12895
58020,light,12895
58021,light,12895
58022,oval,2881
58023,sphere,4134
58024,triangle,6268
58025,unknown,4359
58026,unknown,4359
58027,unknown,4359
58028,circle,5890
58029,circle,5890
58030,egg,555
58031,fireball,4939
58032,fireball,4939
58033,light,12895
58034,light,12895
58035,light,12895
58036,light,12895
58037,light,12895
58038,other,4209
58039,other,4209
58040,other,4209
58041,other,4209
58042,oval,2881
58043,sphere,4134
58044,triangle,6268
58045,triangle,6268
58046,changing,1517
58047,cylinder,977
58048,diamond,884
58049,fireball,4939
58050,light,12895
58051,light,12895
58052,light,12895
58053,light,12895
58054,light,12895
58055,light,12895
58056,light,12895
58057,rectangle,1010
58058,sphere,4134
58059,teardrop,560
58060,triangle,6268
58061,triangle,6268
58062,unknown,4359
58063,other,4209
58064,other,4209
58065,circle,5890
58066,circle,5890
58067,circle,5890
58068,diamond,884
58069,diamond,884
58070,egg,555
58071,fireball,4939
58072,formation,1908
58073,light,12895
58074,light,12895
58075,light,12895
58076,light,12895
58077,light,12895
58078,light,12895
58079,other,4209
58080,other,4209
58081,other,4209
58082,other,4209
58083,oval,2881
58084,oval,2881
58085,sphere,4134
58086,sphere,4134
58087,sphere,4134
58088,teardrop,560
58089,triangle,6268
58090,triangle,6268
58091,unknown,4359
58092,unknown,4359
58093,circle,5890
58094,disk,3853
58095,flash,1025
58096,formation,1908
58097,formation,1908
58098,light,12895
58099,light,12895
58100,other,4209
58101,sphere,4134
58102,unknown,4359
58103,triangle,6268
58104,circle,5890
58105,triangle,6268
58106,light,12895
58107,rectangle,1010
58108,sphere,4134
58109,disk,3853
58110,other,4209
58111,changing,1517
58112,changing,1517
58113,changing,1517
58114,diamond,884
58115,disk,3853
58116,fireball,4939
58117,fireball,4939
58118,fireball,4939
58119,formation,1908
58120,light,12895
58121,light,12895
58122,other,4209
58123,triangle,6268
58124,unknown,4359
58125,changing,1517
58126,changing,1517
58127,changing,1517
58128,changing,1517
58129,changing,1517
58130,cigar,1569
58131,circle,5890
58132,circle,5890
58133,circle,5890
58134,circle,5890
58135,circle,5890
58136,circle,5890
58137,diamond,884
58138,diamond,884
58139,diamond,884
58140,disk,3853
58141,disk,3853
58142,disk,3853
58143,disk,3853
58144,disk,3853
58145,disk,3853
58146,disk,3853
58147,disk,3853
58148,disk,3853
58149,disk,3853
58150,disk,3853
58151,disk,3853
58152,disk,3853
58153,egg,555
58154,fireball,4939
58155,fireball,4939
58156,fireball,4939
58157,fireball,4939
58158,fireball,4939
58159,fireball,4939
58160,fireball,4939
58161,fireball,4939
58162,fireball,4939
58163,fireball,4939
58164,fireball,4939
58165,fireball,4939
58166,fireball,4939
58167,flash,1025
58168,flash,1025
58169,flash,1025
58170,flash,1025
58171,formation,1908
58172,formation,1908
58173,formation,1908
58174,light,12895
58175,light,12895
58176,light,12895
58177,light,12895
58178,light,12895
58179,light,12895
58180,light,12895
58181,light,12895
58182,light,12895
58183,light,12895
58184,light,12895
58185,light,12895
58186,light,12895
58187,light,12895
58188,light,12895
58189,light,12895
58190,light,12895
58191,light,12895
58192,light,12895
58193,light,12895
58194,light,12895
58195,light,12895
58196,light,12895
58197,other,4209
58198,other,4209
58199,other,4209
58200,other,4209
58201,oval,2881
58202,oval,2881
58203,oval,2881
58204,oval,2881
58205,oval,2881
58206,oval,2881
58207,oval,2881
58208,rectangle,1010
58209,rectangle,1010
58210,rectangle,1010
58211,sphere,4134
58212,sphere,4134
58213,sphere,4134
58214,sphere,4134
58215,sphere,4134
58216,sphere,4134
58217,sphere,4134
58218,sphere,4134
58219,sphere,4134
58220,sphere,4134
58221,sphere,4134
58222,sphere,4134
58223,sphere,4134
58224,triangle,6268
58225,triangle,6268
58226,triangle,6268
58227,triangle,6268
58228,triangle,6268
58229,triangle,6268
58230,triangle,6268
58231,triangle,6268
58232,triangle,6268
58233,triangle,6268
58234,triangle,6268
58235,triangle,6268
58236,triangle,6268
58237,triangle,6268
58238,unknown,4359
58239,unknown,4359
58240,unknown,4359
58241,unknown,4359
58242,unknown,4359
58243,unknown,4359
58244,unknown,4359
58245,unknown,4359
58246,unknown,4359
58247,unknown,4359
58248,unknown,4359
58249,unknown,4359
58250,fireball,4939
58251,changing,1517
58252,changing,1517
58253,disk,3853
58254,egg,555
58255,fireball,4939
58256,formation,1908
58257,formation,1908
58258,formation,1908
58259,formation,1908
58260,light,12895
58261,light,12895
58262,light,12895
58263,light,12895
58264,light,12895
58265,other,4209
58266,rectangle,1010
58267,sphere,4134
58268,triangle,6268
58269,triangle,6268
58270,fireball,4939
58271,circle,5890
58272,circle,5890
58273,disk,3853
58274,disk,3853
58275,disk,3853
58276,light,12895
58277,light,12895
58278,other,4209
58279,other,4209
58280,oval,2881
58281,oval,2881
58282,oval,2881
58283,rectangle,1010
58284,rectangle,1010
58285,sphere,4134
58286,triangle,6268
58287,triangle,6268
58288,disk,3853
58289,fireball,4939
58290,other,4209
58291,circle,5890
58292,circle,5890
58293,circle,5890
58294,fireball,4939
58295,light,12895
58296,light,12895
58297,other,4209
58298,triangle,6268
58299,light,12895
58300,changing,1517
58301,circle,5890
58302,disk,3853
58303,disk,3853
58304,disk,3853
58305,formation,1908
58306,formation,1908
58307,formation,1908
58308,formation,1908
58309,formation,1908
58310,light,12895
58311,light,12895
58312,other,4209
58313,other,4209
58314,sphere,4134
58315,triangle,6268
58316,fireball,4939
58317,formation,1908
58318,light,12895
58319,light,12895
58320,light,12895
58321,other,4209
58322,flash,1025
58323,changing,1517
58324,cigar,1569
58325,cigar,1569
58326,cigar,1569
58327,circle,5890
58328,circle,5890
58329,circle,5890
58330,circle,5890
58331,circle,5890
58332,circle,5890
58333,circle,5890
58334,circle,5890
58335,circle,5890
58336,disk,3853
58337,disk,3853
58338,disk,3853
58339,disk,3853
58340,disk,3853
58341,egg,555
58342,fireball,4939
58343,fireball,4939
58344,fireball,4939
58345,fireball,4939
58346,fireball,4939
58347,fireball,4939
58348,fireball,4939
58349,fireball,4939
58350,fireball,4939
58351,fireball,4939
58352,fireball,4939
58353,flash,1025
58354,flash,1025
58355,flash,1025
58356,formation,1908
58357,formation,1908
58358,formation,1908
58359,formation,1908
58360,light,12895
58361,light,12895
58362,light,12895
58363,light,12895
58364,light,12895
58365,light,12895
58366,light,12895
58367,light,12895
58368,light,12895
58369,light,12895
58370,light,12895
58371,light,12895
58372,light,12895
58373,light,12895
58374,light,12895
58375,light,12895
58376,light,12895
58377,light,12895
58378,light,12895
58379,light,12895
58380,light,12895
58381,light,12895
58382,light,12895
58383,light,12895
58384,light,12895
58385,light,12895
58386,light,12895
58387,light,12895
58388,light,12895
58389,light,12895
58390,light,12895
58391,light,12895
58392,light,12895
58393,other,4209
58394,other,4209
58395,other,4209
58396,other,4209
58397,other,4209
58398,other,4209
58399,other,4209
58400,other,4209
58401,other,4209
58402,other,4209
58403,other,4209
58404,oval,2881
58405,oval,2881
58406,oval,2881
58407,oval,2881
58408,oval,2881
58409,oval,2881
58410,oval,2881
58411,sphere,4134
58412,sphere,4134
58413,sphere,4134
58414,sphere,4134
58415,sphere,4134
58416,sphere,4134
58417,sphere,4134
58418,teardrop,560
58419,triangle,6268
58420,triangle,6268
58421,triangle,6268
58422,triangle,6268
58423,triangle,6268
58424,triangle,6268
