,Month,Month_count
16781,8,6341
16782,6,5925
16783,6,5925
16784,12,4326
16785,4,4107
16786,7,7189
16787,11,5265
16788,11,5265
16789,11,5265
16790,5,3925
16791,4,4107
16792,4,4107
16793,10,5841
16794,9,5791
16795,4,4107
16796,7,7189
16797,8,6341
16798,6,5925
16799,6,5925
16800,12,4326
16801,12,4326
16802,4,4107
16803,4,4107
16804,11,5265
16805,9,5791
16806,10,5841
16807,4,4107
16808,7,7189
16809,3,4121
16810,4,4107
16811,10,5841
16812,3,4121
16813,11,5265
16814,10,5841
16815,11,5265
16816,6,5925
16817,6,5925
16818,4,4107
16819,6,5925
16820,12,4326
16821,2,3529
16822,7,7189
16823,2,3529
16824,3,4121
16825,7,7189
16826,5,3925
16827,9,5791
16828,9,5791
16829,2,3529
16830,12,4326
16831,11,5265
16832,8,6341
16833,1,4272
16834,4,4107
16835,6,5925
16836,5,3925
16837,7,7189
16838,11,5265
16839,7,7189
16840,12,4326
16841,8,6341
16842,5,3925
16843,7,7189
16844,4,4107
16845,4,4107
16846,5,3925
16847,10,5841
16848,4,4107
16849,11,5265
16850,5,3925
16851,6,5925
16852,7,7189
16853,5,3925
16854,10,5841
16855,7,7189
16856,6,5925
16857,11,5265
16858,1,4272
16859,11,5265
16860,6,5925
16861,1,4272
16862,1,4272
16863,8,6341
16864,9,5791
16865,8,6341
16866,7,7189
16867,3,4121
16868,7,7189
16869,4,4107
16870,3,4121
16871,11,5265
16872,1,4272
16873,3,4121
16874,10,5841
16875,12,4326
16876,7,7189
16877,8,6341
16878,7,7189
16879,4,4107
16880,1,4272
16881,7,7189
16882,3,4121
16883,7,7189
16884,3,4121
16885,6,5925
16886,4,4107
16887,11,5265
16888,9,5791
16889,6,5925
16890,11,5265
16891,4,4107
16892,1,4272
16893,9,5791
16894,10,5841
16895,11,5265
16896,1,4272
16897,5,3925
16898,3,4121
16899,3,4121
16900,9,5791
16901,12,4326
16902,12,4326
16903,8,6341
16904,9,5791
16905,3,4121
16906,6,5925
16907,4,4107
16908,6,5925
16909,8,6341
16910,6,5925
16911,3,4121
16912,12,4326
16913,8,6341
16914,4,4107
16915,4,4107
16916,6,5925
16917,9,5791
16918,12,4326
16919,6,5925
16920,7,7189
16921,5,3925
16922,9,5791
16923,6,5925
16924,6,5925
16925,11,5265
16926,5,3925
16927,11,5265
16928,4,4107
16929,6,5925
16930,7,7189
16931,9,5791
16932,1,4272
16933,10,5841
16934,4,4107
16935,4,4107
16936,10,5841
16937,5,3925
16938,6,5925
16939,3,4121
16940,10,5841
16941,6,5925
16942,8,6341
16943,7,7189
16944,6,5925
16945,10,5841
16946,3,4121
16947,8,6341
16948,4,4107
16949,10,5841
16950,7,7189
16951,11,5265
16952,4,4107
16953,1,4272
16954,11,5265
16955,2,3529
16956,8,6341
16957,12,4326
16958,1,4272
16959,8,6341
16960,8,6341
16961,10,5841
16962,10,5841
16963,10,5841
16964,12,4326
16965,5,3925
16966,4,4107
16967,11,5265
16968,5,3925
16969,3,4121
16970,3,4121
16971,4,4107
16972,7,7189
16973,4,4107
16974,5,3925
16975,2,3529
16976,4,4107
16977,6,5925
16978,9,5791
16979,12,4326
16980,1,4272
16981,8,6341
16982,9,5791
16983,5,3925
16984,7,7189
16985,8,6341
16986,10,5841
16987,7,7189
16988,10,5841
16989,4,4107
16990,2,3529
16991,9,5791
16992,11,5265
16993,9,5791
16994,2,3529
16995,12,4326
16996,7,7189
16997,11,5265
16998,9,5791
16999,12,4326
17000,12,4326
17001,12,4326
17002,12,4326
17003,4,4107
17004,12,4326
17005,12,4326
17006,8,6341
17007,7,7189
17008,4,4107
17009,4,4107
17010,8,6341
17011,4,4107
17012,11,5265
17013,8,6341
17014,5,3925
17015,5,3925
17016,3,4121
17017,5,3925
17018,11,5265
17019,5,3925
17020,5,3925
17021,6,5925
17022,1,4272
17023,12,4326
17024,6,5925
17025,1,4272
17026,8,6341
17027,10,5841
17028,7,7189
17029,1,4272
17030,12,4326
17031,9,5791
17032,3,4121
17033,12,4326
17034,12,4326
17035,12,4326
17036,7,7189
17037,11,5265
17038,1,4272
17039,1,4272
17040,12,4326
17041,3,4121
17042,2,3529
17043,5,3925
17044,9,5791
17045,3,4121
17046,5,3925
17047,1,4272
17048,3,4121
17049,6,5925
17050,12,4326
17051,12,4326
17052,12,4326
17053,1,4272
17054,3,4121
17055,4,4107
17056,10,5841
17057,10,5841
17058,1,4272
17059,7,7189
17060,3,4121
17061,1,4272
17062,8,6341
17063,12,4326
17064,8,6341
17065,12,4326
17066,9,5791
17067,1,4272
17068,7,7189
17069,11,5265
17070,4,4107
17071,4,4107
17072,12,4326
17073,5,3925
17074,9,5791
17075,10,5841
17076,6,5925
17077,7,7189
17078,7,7189
17079,3,4121
17080,8,6341
17081,1,4272
17082,8,6341
17083,2,3529
17084,12,4326
17085,9,5791
17086,8,6341
17087,9,5791
17088,12,4326
17089,12,4326
17090,6,5925
17091,12,4326
17092,3,4121
17093,3,4121
17094,3,4121
17095,4,4107
17096,12,4326
17097,11,5265
17098,11,5265
17099,3,4121
17100,1,4272
17101,1,4272
17102,5,3925
17103,4,4107
17104,6,5925
17105,11,5265
17106,6,5925
17107,9,5791
17108,6,5925
17109,1,4272
17110,11,5265
17111,9,5791
17112,10,5841
17113,10,5841
17114,7,7189
17115,10,5841
17116,7,7189
17117,7,7189
17118,7,7189
17119,1,4272
17120,2,3529
17121,1,4272
17122,3,4121
17123,5,3925
17124,9,5791
17125,11,5265
17126,8,6341
17127,4,4107
17128,2,3529
17129,11,5265
17130,1,4272
17131,11,5265
17132,10,5841
17133,4,4107
17134,11,5265
17135,2,3529
17136,1,4272
17137,2,3529
17138,10,5841
17139,12,4326
17140,8,6341
17141,8,6341
17142,1,4272
17143,4,4107
17144,6,5925
17145,11,5265
17146,8,6341
17147,2,3529
17148,12,4326
17149,6,5925
17150,12,4326
17151,2,3529
17152,6,5925
17153,10,5841
17154,6,5925
17155,4,4107
17156,12,4326
17157,5,3925
17158,4,4107
17159,4,4107
17160,5,3925
17161,6,5925
17162,5,3925
17163,7,7189
17164,11,5265
17165,11,5265
17166,12,4326
17167,12,4326
17168,7,7189
17169,8,6341
17170,11,5265
17171,12,4326
17172,2,3529
17173,9,5791
17174,2,3529
17175,8,6341
17176,7,7189
17177,10,5841
17178,3,4121
17179,7,7189
17180,3,4121
17181,10,5841
17182,1,4272
17183,8,6341
17184,5,3925
17185,8,6341
17186,8,6341
17187,3,4121
17188,5,3925
17189,4,4107
17190,7,7189
17191,4,4107
17192,3,4121
17193,12,4326
17194,10,5841
17195,3,4121
17196,8,6341
17197,7,7189
17198,11,5265
17199,3,4121
17200,12,4326
17201,6,5925
17202,2,3529
17203,9,5791
17204,12,4326
17205,1,4272
17206,12,4326
17207,12,4326
17208,1,4272
17209,10,5841
17210,7,7189
17211,12,4326
17212,1,4272
17213,3,4121
17214,8,6341
17215,10,5841
17216,3,4121
17217,1,4272
17218,12,4326
17219,10,5841
17220,3,4121
17221,2,3529
17222,4,4107
17223,10,5841
17224,11,5265
17225,5,3925
17226,12,4326
17227,6,5925
17228,1,4272
17229,10,5841
17230,6,5925
17231,2,3529
17232,11,5265
17233,12,4326
17234,11,5265
17235,6,5925
17236,10,5841
17237,10,5841
17238,2,3529
17239,9,5791
17240,9,5791
17241,8,6341
17242,11,5265
17243,12,4326
17244,11,5265
17245,9,5791
17246,3,4121
17247,10,5841
17248,2,3529
17249,3,4121
17250,12,4326
17251,5,3925
17252,1,4272
17253,11,5265
17254,6,5925
17255,3,4121
17256,12,4326
17257,6,5925
17258,1,4272
17259,6,5925
17260,12,4326
17261,10,5841
17262,6,5925
17263,1,4272
17264,3,4121
17265,12,4326
17266,11,5265
17267,12,4326
17268,4,4107
17269,7,7189
17270,11,5265
17271,6,5925
17272,7,7189
17273,1,4272
17274,12,4326
17275,9,5791
17276,6,5925
17277,6,5925
17278,6,5925
17279,5,3925
17280,3,4121
17281,11,5265
17282,12,4326
17283,11,5265
17284,3,4121
17285,7,7189
17286,3,4121
17287,3,4121
17288,8,6341
17289,5,3925
17290,12,4326
17291,12,4326
17292,8,6341
17293,1,4272
17294,12,4326
17295,2,3529
17296,8,6341
17297,3,4121
17298,12,4326
17299,12,4326
17300,1,4272
17301,1,4272
17302,12,4326
17303,10,5841
17304,11,5265
17305,4,4107
17306,7,7189
17307,2,3529
17308,9,5791
17309,10,5841
17310,3,4121
17311,2,3529
17312,5,3925
17313,6,5925
17314,7,7189
17315,5,3925
17316,6,5925
17317,9,5791
17318,9,5791
17319,1,4272
17320,2,3529
17321,5,3925
17322,1,4272
17323,4,4107
17324,8,6341
17325,8,6341
17326,8,6341
17327,11,5265
17328,9,5791
17329,5,3925
17330,10,5841
17331,6,5925
17332,12,4326
17333,1,4272
17334,10,5841
17335,1,4272
17336,9,5791
17337,10,5841
17338,7,7189
17339,7,7189
17340,8,6341
17341,10,5841
17342,5,3925
17343,10,5841
17344,6,5925
17345,5,3925
17346,10,5841
17347,7,7189
17348,6,5925
17349,6,5925
17350,5,3925
17351,9,5791
17352,10,5841
17353,1,4272
17354,9,5791
17355,9,5791
17356,9,5791
17357,3,4121
17358,10,5841
17359,2,3529
17360,7,7189
17361,9,5791
17362,5,3925
17363,4,4107
17364,4,4107
17365,3,4121
17366,7,7189
17367,10,5841
17368,9,5791
17369,4,4107
17370,3,4121
17371,4,4107
17372,4,4107
17373,1,4272
17374,6,5925
17375,6,5925
17376,4,4107
17377,11,5265
17378,6,5925
17379,6,5925
17380,11,5265
17381,4,4107
17382,1,4272
17383,12,4326
17384,3,4121
17385,11,5265
17386,8,6341
17387,7,7189
17388,8,6341
17389,1,4272
17390,8,6341
17391,1,4272
17392,10,5841
17393,5,3925
17394,4,4107
17395,5,3925
17396,3,4121
17397,6,5925
17398,9,5791
17399,7,7189
17400,11,5265
17401,2,3529
17402,3,4121
17403,2,3529
17404,6,5925
17405,3,4121
17406,8,6341
17407,3,4121
17408,9,5791
17409,5,3925
17410,7,7189
17411,7,7189
17412,11,5265
17413,1,4272
17414,1,4272
17415,9,5791
17416,7,7189
17417,11,5265
17418,3,4121
17419,3,4121
17420,5,3925
17421,8,6341
17422,8,6341
17423,9,5791
17424,9,5791
17425,3,4121
17426,6,5925
17427,1,4272
17428,7,7189
17429,10,5841
17430,5,3925
17431,11,5265
17432,7,7189
17433,1,4272
17434,6,5925
17435,8,6341
17436,6,5925
17437,3,4121
17438,9,5791
17439,4,4107
17440,6,5925
17441,11,5265
17442,8,6341
17443,3,4121
17444,7,7189
17445,5,3925
17446,6,5925
17447,12,4326
17448,2,3529
17449,1,4272
17450,2,3529
17451,1,4272
17452,11,5265
17453,11,5265
17454,8,6341
17455,11,5265
17456,6,5925
17457,3,4121
17458,5,3925
17459,12,4326
17460,8,6341
17461,6,5925
17462,8,6341
17463,12,4326
17464,1,4272
17465,10,5841
17466,11,5265
17467,1,4272
17468,1,4272
17469,7,7189
17470,7,7189
17471,9,5791
17472,3,4121
17473,12,4326
17474,12,4326
17475,11,5265
17476,4,4107
17477,11,5265
17478,7,7189
17479,10,5841
17480,11,5265
17481,7,7189
17482,10,5841
17483,1,4272
17484,3,4121
17485,2,3529
17486,10,5841
17487,1,4272
17488,3,4121
17489,4,4107
17490,4,4107
17491,3,4121
17492,7,7189
17493,3,4121
17494,3,4121
17495,1,4272
17496,12,4326
17497,3,4121
17498,4,4107
17499,11,5265
17500,3,4121
17501,12,4326
17502,2,3529
17503,2,3529
17504,6,5925
17505,1,4272
17506,1,4272
17507,5,3925
17508,6,5925
17509,3,4121
17510,10,5841
17511,2,3529
17512,3,4121
17513,1,4272
17514,12,4326
17515,6,5925
17516,4,4107
17517,7,7189
17518,1,4272
17519,9,5791
17520,9,5791
17521,11,5265
17522,11,5265
17523,7,7189
17524,10,5841
17525,4,4107
17526,1,4272
17527,4,4107
17528,1,4272
17529,11,5265
17530,4,4107
17531,12,4326
17532,6,5925
17533,12,4326
17534,2,3529
17535,5,3925
17536,9,5791
17537,6,5925
17538,5,3925
17539,10,5841
17540,6,5925
17541,4,4107
17542,4,4107
17543,4,4107
17544,3,4121
17545,1,4272
17546,11,5265
17547,4,4107
17548,2,3529
17549,6,5925
17550,11,5265
17551,1,4272
17552,7,7189
17553,10,5841
17554,10,5841
17555,2,3529
17556,5,3925
17557,4,4107
17558,12,4326
17559,6,5925
17560,9,5791
17561,2,3529
17562,7,7189
17563,11,5265
17564,11,5265
17565,9,5791
17566,5,3925
17567,6,5925
17568,12,4326
17569,12,4326
17570,10,5841
17571,12,4326
17572,6,5925
17573,6,5925
17574,2,3529
17575,6,5925
17576,9,5791
17577,3,4121
17578,6,5925
17579,1,4272
17580,7,7189
17581,3,4121
17582,10,5841
17583,1,4272
17584,5,3925
17585,1,4272
17586,9,5791
17587,8,6341
17588,7,7189
17589,1,4272
17590,1,4272
17591,12,4326
17592,11,5265
17593,12,4326
17594,12,4326
17595,9,5791
17596,12,4326
17597,3,4121
17598,4,4107
17599,10,5841
17600,4,4107
17601,2,3529
17602,6,5925
17603,10,5841
17604,6,5925
17605,6,5925
17606,3,4121
17607,12,4326
17608,2,3529
17609,6,5925
17610,4,4107
17611,4,4107
17612,2,3529
17613,3,4121
17614,9,5791
17615,3,4121
17616,8,6341
17617,10,5841
17618,12,4326
17619,6,5925
17620,11,5265
17621,4,4107
17622,2,3529
17623,10,5841
17624,5,3925
17625,4,4107
17626,8,6341
17627,10,5841
17628,9,5791
17629,1,4272
17630,6,5925
17631,9,5791
17632,12,4326
17633,12,4326
17634,2,3529
17635,10,5841
17636,11,5265
17637,1,4272
17638,4,4107
17639,12,4326
17640,6,5925
17641,10,5841
17642,9,5791
17643,7,7189
17644,11,5265
17645,12,4326
17646,3,4121
17647,4,4107
17648,11,5265
17649,8,6341
17650,9,5791
17651,10,5841
17652,10,5841
17653,1,4272
17654,2,3529
17655,12,4326
17656,10,5841
17657,11,5265
17658,5,3925
17659,8,6341
17660,1,4272
17661,4,4107
17662,3,4121
17663,3,4121
17664,2,3529
17665,2,3529
17666,7,7189
17667,5,3925
17668,7,7189
17669,11,5265
17670,7,7189
17671,11,5265
17672,6,5925
17673,10,5841
17674,11,5265
17675,11,5265
17676,10,5841
17677,4,4107
17678,6,5925
17679,9,5791
17680,2,3529
17681,4,4107
17682,11,5265
17683,3,4121
17684,6,5925
17685,3,4121
17686,5,3925
17687,12,4326
17688,2,3529
17689,7,7189
17690,7,7189
17691,10,5841
17692,7,7189
17693,9,5791
17694,1,4272
17695,5,3925
17696,8,6341
17697,7,7189
17698,7,7189
17699,12,4326
17700,2,3529
17701,10,5841
17702,7,7189
17703,12,4326
17704,6,5925
17705,1,4272
17706,7,7189
17707,8,6341
17708,12,4326
17709,5,3925
17710,11,5265
17711,12,4326
17712,2,3529
17713,11,5265
17714,8,6341
17715,2,3529
17716,9,5791
17717,10,5841
17718,3,4121
17719,3,4121
17720,12,4326
17721,3,4121
17722,8,6341
17723,6,5925
17724,1,4272
17725,5,3925
17726,6,5925
17727,1,4272
17728,12,4326
17729,12,4326
17730,3,4121
17731,11,5265
17732,11,5265
17733,11,5265
17734,12,4326
17735,12,4326
17736,12,4326
17737,7,7189
17738,12,4326
17739,10,5841
17740,8,6341
17741,10,5841
17742,6,5925
17743,3,4121
17744,4,4107
17745,4,4107
17746,9,5791
17747,5,3925
17748,4,4107
17749,4,4107
17750,11,5265
17751,12,4326
17752,11,5265
17753,2,3529
17754,12,4326
17755,1,4272
17756,11,5265
17757,3,4121
17758,11,5265
17759,4,4107
17760,8,6341
17761,12,4326
17762,4,4107
17763,3,4121
17764,6,5925
17765,1,4272
17766,1,4272
17767,5,3925
17768,12,4326
17769,8,6341
17770,7,7189
17771,10,5841
17772,8,6341
17773,5,3925
17774,12,4326
17775,5,3925
17776,1,4272
17777,12,4326
17778,12,4326
17779,6,5925
17780,8,6341
17781,5,3925
17782,11,5265
17783,10,5841
17784,9,5791
17785,11,5265
17786,11,5265
17787,6,5925
17788,4,4107
17789,7,7189
17790,2,3529
17791,10,5841
17792,2,3529
17793,12,4326
17794,1,4272
17795,4,4107
17796,3,4121
17797,4,4107
17798,12,4326
17799,3,4121
17800,11,5265
17801,3,4121
17802,10,5841
17803,12,4326
17804,1,4272
17805,12,4326
17806,12,4326
17807,9,5791
17808,1,4272
17809,8,6341
17810,7,7189
17811,9,5791
17812,4,4107
17813,11,5265
17814,5,3925
17815,7,7189
17816,4,4107
17817,2,3529
17818,2,3529
17819,5,3925
17820,3,4121
17821,7,7189
17822,11,5265
17823,9,5791
17824,4,4107
17825,3,4121
17826,2,3529
17827,12,4326
17828,1,4272
17829,8,6341
17830,2,3529
17831,2,3529
17832,7,7189
17833,3,4121
17834,9,5791
17835,10,5841
17836,6,5925
17837,5,3925
17838,12,4326
17839,5,3925
17840,4,4107
17841,9,5791
17842,10,5841
17843,3,4121
17844,8,6341
17845,2,3529
17846,9,5791
17847,8,6341
17848,11,5265
17849,11,5265
17850,3,4121
17851,11,5265
17852,10,5841
17853,1,4272
17854,9,5791
17855,3,4121
17856,10,5841
17857,6,5925
17858,8,6341
17859,10,5841
17860,9,5791
17861,2,3529
17862,10,5841
17863,4,4107
17864,10,5841
17865,10,5841
17866,4,4107
17867,2,3529
17868,9,5791
17869,8,6341
17870,2,3529
17871,12,4326
17872,9,5791
17873,12,4326
17874,2,3529
17875,6,5925
17876,12,4326
17877,5,3925
17878,12,4326
17879,4,4107
17880,11,5265
17881,1,4272
17882,5,3925
17883,3,4121
17884,3,4121
17885,4,4107
17886,3,4121
17887,12,4326
17888,11,5265
17889,1,4272
17890,12,4326
17891,6,5925
17892,3,4121
17893,2,3529
17894,7,7189
17895,12,4326
17896,11,5265
17897,11,5265
17898,6,5925
17899,11,5265
17900,5,3925
17901,12,4326
17902,7,7189
17903,12,4326
17904,11,5265
17905,8,6341
17906,11,5265
17907,5,3925
17908,5,3925
17909,3,4121
17910,5,3925
17911,6,5925
17912,11,5265
17913,11,5265
17914,12,4326
17915,2,3529
17916,3,4121
17917,12,4326
17918,1,4272
17919,7,7189
17920,2,3529
17921,2,3529
17922,7,7189
17923,2,3529
17924,10,5841
17925,2,3529
17926,11,5265
17927,2,3529
17928,3,4121
17929,3,4121
17930,7,7189
17931,1,4272
17932,7,7189
17933,1,4272
17934,1,4272
17935,5,3925
17936,11,5265
17937,9,5791
17938,8,6341
17939,9,5791
17940,9,5791
17941,2,3529
17942,11,5265
17943,8,6341
17944,3,4121
17945,3,4121
17946,12,4326
17947,2,3529
17948,7,7189
17949,1,4272
17950,12,4326
17951,9,5791
17952,1,4272
17953,12,4326
17954,11,5265
17955,7,7189
17956,6,5925
17957,11,5265
17958,9,5791
17959,11,5265
17960,11,5265
17961,6,5925
17962,2,3529
17963,1,4272
17964,4,4107
17965,9,5791
17966,5,3925
17967,2,3529
17968,7,7189
17969,12,4326
17970,12,4326
17971,10,5841
17972,5,3925
17973,9,5791
17974,4,4107
17975,8,6341
17976,8,6341
17977,12,4326
17978,3,4121
17979,9,5791
17980,4,4107
17981,10,5841
17982,6,5925
17983,5,3925
17984,3,4121
17985,6,5925
17986,6,5925
17987,8,6341
17988,9,5791
17989,11,5265
17990,10,5841
17991,4,4107
17992,5,3925
17993,7,7189
17994,1,4272
17995,7,7189
17996,8,6341
17997,1,4272
17998,10,5841
17999,9,5791
18000,5,3925
18001,9,5791
18002,1,4272
18003,7,7189
18004,11,5265
18005,10,5841
18006,7,7189
18007,7,7189
18008,9,5791
18009,10,5841
18010,7,7189
18011,9,5791
18012,10,5841
18013,6,5925
18014,9,5791
18015,9,5791
18016,1,4272
18017,6,5925
18018,1,4272
18019,11,5265
18020,9,5791
18021,6,5925
18022,11,5265
18023,3,4121
18024,11,5265
18025,7,7189
18026,7,7189
18027,6,5925
18028,2,3529
18029,11,5265
18030,5,3925
18031,7,7189
18032,5,3925
18033,10,5841
18034,5,3925
18035,1,4272
18036,12,4326
18037,6,5925
18038,10,5841
18039,5,3925
18040,5,3925
18041,4,4107
18042,10,5841
18043,2,3529
18044,9,5791
18045,12,4326
18046,12,4326
18047,8,6341
18048,2,3529
18049,1,4272
18050,10,5841
18051,1,4272
18052,12,4326
18053,11,5265
18054,2,3529
18055,3,4121
18056,11,5265
18057,2,3529
18058,9,5791
18059,5,3925
18060,8,6341
18061,11,5265
18062,7,7189
18063,9,5791
18064,3,4121
18065,8,6341
18066,3,4121
18067,1,4272
18068,5,3925
18069,10,5841
18070,12,4326
18071,6,5925
18072,9,5791
18073,9,5791
18074,2,3529
18075,3,4121
18076,2,3529
18077,12,4326
18078,7,7189
18079,10,5841
18080,11,5265
18081,7,7189
18082,6,5925
18083,2,3529
18084,5,3925
18085,7,7189
18086,8,6341
18087,4,4107
18088,11,5265
18089,6,5925
18090,12,4326
18091,10,5841
18092,7,7189
18093,3,4121
18094,11,5265
18095,7,7189
18096,9,5791
18097,6,5925
18098,8,6341
18099,8,6341
18100,3,4121
18101,6,5925
18102,11,5265
18103,11,5265
18104,10,5841
18105,11,5265
18106,10,5841
18107,11,5265
18108,11,5265
18109,4,4107
18110,9,5791
18111,9,5791
18112,2,3529
18113,5,3925
18114,12,4326
18115,10,5841
18116,3,4121
18117,3,4121
18118,9,5791
18119,4,4107
18120,2,3529
18121,12,4326
18122,10,5841
18123,4,4107
18124,3,4121
18125,4,4107
18126,3,4121
18127,8,6341
18128,1,4272
18129,3,4121
18130,4,4107
18131,7,7189
18132,1,4272
18133,1,4272
18134,11,5265
18135,12,4326
18136,5,3925
18137,8,6341
18138,6,5925
18139,12,4326
18140,1,4272
18141,5,3925
18142,7,7189
18143,1,4272
18144,2,3529
18145,9,5791
18146,12,4326
18147,8,6341
18148,6,5925
18149,10,5841
18150,3,4121
18151,3,4121
18152,5,3925
18153,7,7189
18154,6,5925
18155,4,4107
18156,8,6341
18157,10,5841
18158,8,6341
18159,11,5265
18160,1,4272
18161,1,4272
18162,1,4272
18163,11,5265
18164,7,7189
18165,2,3529
18166,4,4107
18167,10,5841
18168,2,3529
18169,4,4107
18170,4,4107
18171,10,5841
18172,1,4272
18173,6,5925
18174,11,5265
18175,10,5841
18176,10,5841
18177,2,3529
18178,6,5925
18179,1,4272
18180,3,4121
18181,7,7189
18182,12,4326
18183,5,3925
18184,1,4272
18185,5,3925
18186,11,5265
18187,8,6341
18188,1,4272
18189,12,4326
18190,3,4121
18191,2,3529
18192,6,5925
18193,11,5265
18194,11,5265
18195,1,4272
18196,6,5925
18197,6,5925
18198,3,4121
18199,9,5791
18200,6,5925
18201,7,7189
18202,6,5925
18203,5,3925
18204,8,6341
18205,10,5841
18206,12,4326
18207,12,4326
18208,1,4272
18209,2,3529
18210,11,5265
18211,1,4272
18212,11,5265
18213,12,4326
18214,6,5925
18215,12,4326
18216,11,5265
18217,4,4107
18218,2,3529
18219,7,7189
18220,7,7189
18221,6,5925
18222,5,3925
18223,8,6341
18224,3,4121
18225,12,4326
18226,6,5925
18227,12,4326
18228,8,6341
18229,2,3529
18230,2,3529
18231,6,5925
18232,1,4272
18233,10,5841
18234,1,4272
18235,8,6341
18236,3,4121
18237,6,5925
18238,7,7189
18239,5,3925
18240,11,5265
18241,11,5265
18242,5,3925
18243,2,3529
18244,5,3925
18245,2,3529
18246,6,5925
18247,1,4272
18248,3,4121
18249,2,3529
18250,12,4326
18251,9,5791
18252,6,5925
18253,8,6341
18254,2,3529
18255,12,4326
18256,12,4326
18257,9,5791
18258,1,4272
18259,10,5841
18260,8,6341
18261,4,4107
18262,9,5791
18263,7,7189
18264,2,3529
18265,11,5265
18266,4,4107
18267,1,4272
18268,5,3925
18269,3,4121
18270,2,3529
18271,3,4121
18272,10,5841
18273,4,4107
18274,5,3925
18275,6,5925
18276,7,7189
18277,9,5791
18278,2,3529
18279,4,4107
18280,3,4121
18281,1,4272
18282,10,5841
18283,7,7189
18284,2,3529
18285,7,7189
18286,11,5265
18287,1,4272
18288,3,4121
18289,6,5925
18290,1,4272
18291,1,4272
18292,10,5841
18293,3,4121
18294,5,3925
18295,9,5791
18296,10,5841
18297,1,4272
18298,3,4121
18299,12,4326
18300,10,5841
18301,9,5791
18302,10,5841
18303,3,4121
18304,10,5841
18305,5,3925
18306,7,7189
18307,11,5265
18308,8,6341
18309,9,5791
18310,10,5841
18311,9,5791
18312,10,5841
18313,5,3925
18314,6,5925
18315,5,3925
18316,9,5791
18317,11,5265
18318,9,5791
18319,4,4107
18320,7,7189
18321,1,4272
18322,5,3925
18323,3,4121
18324,7,7189
18325,12,4326
18326,3,4121
18327,7,7189
18328,5,3925
18329,9,5791
18330,1,4272
18331,9,5791
18332,5,3925
18333,11,5265
18334,9,5791
18335,9,5791
18336,1,4272
18337,11,5265
18338,3,4121
18339,2,3529
18340,11,5265
18341,3,4121
18342,2,3529
18343,2,3529
18344,6,5925
18345,10,5841
18346,1,4272
18347,5,3925
18348,1,4272
18349,9,5791
18350,8,6341
18351,12,4326
18352,11,5265
18353,11,5265
18354,2,3529
18355,9,5791
18356,4,4107
18357,1,4272
18358,1,4272
18359,6,5925
18360,6,5925
18361,4,4107
18362,3,4121
18363,7,7189
18364,10,5841
18365,12,4326
18366,2,3529
18367,5,3925
18368,12,4326
18369,10,5841
18370,2,3529
18371,12,4326
18372,9,5791
18373,5,3925
18374,1,4272
18375,7,7189
18376,9,5791
18377,7,7189
18378,7,7189
18379,4,4107
18380,7,7189
18381,10,5841
18382,5,3925
18383,7,7189
18384,2,3529
18385,6,5925
18386,2,3529
18387,5,3925
18388,4,4107
18389,3,4121
18390,8,6341
18391,2,3529
18392,6,5925
18393,11,5265
18394,6,5925
18395,1,4272
18396,3,4121
18397,7,7189
18398,3,4121
18399,6,5925
18400,5,3925
18401,9,5791
18402,12,4326
18403,12,4326
18404,9,5791
18405,4,4107
18406,9,5791
18407,9,5791
18408,5,3925
18409,10,5841
18410,1,4272
18411,7,7189
18412,12,4326
18413,3,4121
18414,2,3529
18415,7,7189
18416,10,5841
18417,1,4272
18418,1,4272
18419,1,4272
18420,11,5265
18421,10,5841
18422,7,7189
18423,11,5265
18424,7,7189
18425,7,7189
18426,2,3529
18427,5,3925
18428,1,4272
18429,10,5841
18430,6,5925
18431,8,6341
18432,12,4326
18433,7,7189
18434,7,7189
18435,4,4107
18436,2,3529
18437,9,5791
18438,9,5791
18439,2,3529
18440,5,3925
18441,5,3925
18442,11,5265
18443,8,6341
18444,6,5925
18445,10,5841
18446,9,5791
18447,5,3925
18448,6,5925
18449,7,7189
18450,8,6341
18451,4,4107
18452,8,6341
18453,12,4326
18454,10,5841
18455,1,4272
18456,9,5791
18457,12,4326
18458,6,5925
18459,8,6341
18460,10,5841
18461,11,5265
18462,1,4272
18463,6,5925
18464,7,7189
18465,11,5265
18466,9,5791
18467,8,6341
18468,10,5841
18469,10,5841
18470,5,3925
18471,11,5265
18472,1,4272
18473,1,4272
18474,4,4107
18475,10,5841
18476,11,5265
18477,9,5791
18478,2,3529
18479,9,5791
18480,9,5791
18481,3,4121
18482,9,5791
18483,9,5791
18484,9,5791
18485,9,5791
18486,11,5265
18487,9,5791
18488,2,3529
18489,12,4326
18490,10,5841
18491,3,4121
18492,12,4326
18493,2,3529
18494,6,5925
18495,4,4107
18496,9,5791
18497,6,5925
18498,9,5791
18499,5,3925
18500,5,3925
18501,1,4272
18502,8,6341
18503,9,5791
18504,4,4107
18505,4,4107
18506,3,4121
18507,3,4121
18508,6,5925
18509,9,5791
18510,3,4121
18511,3,4121
18512,4,4107
18513,9,5791
18514,8,6341
18515,12,4326
18516,12,4326
18517,12,4326
18518,1,4272
18519,12,4326
18520,8,6341
18521,9,5791
18522,9,5791
18523,5,3925
18524,5,3925
18525,8,6341
18526,10,5841
18527,11,5265
18528,11,5265
