,Year,Year_count
52631,2012,6096
52632,2008,3867
52633,2000,2012
52634,2006,2749
52635,2002,2298
52636,2011,4215
52637,2011,4215
52638,2010,3423
52639,2012,6096
52640,2009,3502
52641,2003,2782
52642,1980,179
52643,2002,2298
52644,2001,2295
52645,2003,2782
52646,2005,3046
52647,1961,39
52648,1978,231
52649,2010,3423
52650,2002,2298
52651,2011,4215
52652,2012,6096
52653,2011,4215
52654,2001,2295
52655,2002,2298
52656,2002,2298
52657,2009,3502
52658,2002,2298
52659,2012,6096
52660,2000,2012
52661,2010,3423
52662,2003,2782
52663,2013,5862
52664,2010,3423
52665,2008,3867
52666,1983,105
52667,2007,3338
52668,1999,1924
52669,1997,856
52670,2004,3067
52671,2007,3338
52672,1975,228
52673,2000,2012
52674,2001,2295
52675,1975,228
52676,2007,3338
52677,2004,3067
52678,2005,3046
52679,2007,3338
52680,2004,3067
52681,2004,3067
52682,2011,4215
52683,2011,4215
52684,1978,231
52685,2008,3867
52686,2011,4215
52687,1961,39
52688,2011,4215
52689,2013,5862
52690,2007,3338
52691,2009,3502
52692,2012,6096
52693,2011,4215
52694,2007,3338
52695,2012,6096
52696,1997,856
52697,1998,1191
52698,2004,3067
52699,2013,5862
52700,2008,3867
52701,2003,2782
52702,1993,204
52703,2011,4215
52704,2004,3067
52705,2006,2749
52706,2010,3423
52707,2004,3067
52708,2011,4215
52709,2011,4215
52710,2004,3067
52711,2003,2782
52712,2010,3423
52713,2004,3067
52714,2011,4215
52715,1999,1924
52716,2002,2298
52717,2013,5862
52718,2011,4215
52719,2002,2298
52720,2011,4215
52721,1997,856
52722,2003,2782
52723,2003,2782
52724,2009,3502
52725,2002,2298
52726,2001,2295
52727,2001,2295
52728,2012,6096
52729,1962,49
52730,2012,6096
52731,2012,6096
52732,2002,2298
52733,2010,3423
52734,2013,5862
52735,2008,3867
52736,2000,2012
52737,1978,231
52738,2010,3423
52739,1967,138
52740,2004,3067
52741,2010,3423
52742,1998,1191
52743,2011,4215
52744,1998,1191
52745,2010,3423
52746,1996,396
52747,2013,5862
52748,2010,3423
52749,1970,96
52750,2010,3423
52751,1997,856
52752,2010,3423
52753,2010,3423
52754,2006,2749
52755,2010,3423
52756,2014,1894
52757,2005,3046
52758,2008,3867
52759,2008,3867
52760,2006,2749
52761,2013,5862
52762,2010,3423
52763,2000,2012
52764,2004,3067
52765,2007,3338
52766,2008,3867
52767,2009,3502
52768,2007,3338
52769,2010,3423
52770,2003,2782
52771,2006,2749
52772,1983,105
52773,2009,3502
52774,2006,2749
52775,2011,4215
52776,1994,283
52777,2005,3046
52778,1973,166
52779,2004,3067
52780,2012,6096
52781,2004,3067
52782,2011,4215
52783,2005,3046
52784,2011,4215
52785,2002,2298
52786,1998,1191
52787,2012,6096
52788,1989,180
52789,1980,179
52790,2008,3867
52791,2012,6096
52792,1993,204
52793,2006,2749
52794,1975,228
52795,2013,5862
52796,2011,4215
52797,2013,5862
52798,2013,5862
52799,2009,3502
52800,1987,156
52801,2008,3867
52802,2008,3867
52803,2013,5862
52804,2008,3867
52805,1999,1924
52806,2014,1894
52807,2013,5862
52808,2010,3423
52809,2006,2749
52810,2012,6096
52811,1999,1924
52812,2002,2298
52813,2014,1894
52814,2014,1894
52815,1995,378
52816,2007,3338
52817,1998,1191
52818,2009,3502
52819,2003,2782
52820,2010,3423
52821,2005,3046
52822,2002,2298
52823,1998,1191
52824,2013,5862
52825,2001,2295
52826,2008,3867
52827,2003,2782
52828,2000,2012
52829,2005,3046
52830,2000,2012
52831,2003,2782
52832,2001,2295
52833,2005,3046
52834,1998,1191
52835,2005,3046
52836,2011,4215
52837,2008,3867
52838,2005,3046
52839,2002,2298
52840,2002,2298
52841,2003,2782
52842,2006,2749
52843,2003,2782
52844,2005,3046
52845,2006,2749
52846,2001,2295
52847,2010,3423
52848,2004,3067
52849,2005,3046
52850,2014,1894
52851,2009,3502
52852,2011,4215
52853,1999,1924
52854,2009,3502
52855,2003,2782
52856,2008,3867
52857,1990,170
52858,2011,4215
52859,2005,3046
52860,2006,2749
52861,2005,3046
52862,2004,3067
52863,1977,190
52864,2007,3338
52865,1979,170
52866,2008,3867
52867,2000,2012
52868,1994,283
52869,1982,122
52870,2000,2012
52871,2009,3502
52872,2011,4215
52873,2008,3867
52874,2009,3502
52875,2008,3867
52876,2008,3867
52877,1970,96
52878,1977,190
52879,1971,88
52880,2006,2749
52881,2002,2298
52882,2004,3067
52883,2008,3867
52884,2012,6096
52885,2014,1894
52886,2003,2782
52887,2008,3867
52888,1976,206
52889,1973,166
52890,2010,3423
52891,2010,3423
52892,2010,3423
52893,2001,2295
52894,2012,6096
52895,2004,3067
52896,2010,3423
52897,2008,3867
52898,2006,2749
52899,2011,4215
52900,2004,3067
52901,2004,3067
52902,2007,3338
52903,2006,2749
52904,2010,3423
52905,2000,2012
52906,1997,856
52907,1999,1924
52908,2004,3067
52909,2011,4215
52910,2014,1894
52911,2014,1894
52912,2006,2749
52913,2004,3067
52914,2011,4215
52915,2007,3338
52916,2007,3338
52917,2003,2782
52918,2013,5862
52919,1999,1924
52920,2009,3502
52921,2007,3338
52922,2007,3338
52923,2002,2298
52924,1999,1924
52925,2007,3338
52926,2009,3502
52927,2013,5862
52928,2003,2782
52929,2010,3423
52930,2011,4215
52931,2006,2749
52932,1982,122
52933,1965,145
52934,2003,2782
52935,1993,204
52936,2009,3502
52937,2006,2749
52938,2011,4215
52939,1949,14
52940,2001,2295
52941,2005,3046
52942,2014,1894
52943,2013,5862
52944,1965,145
52945,2002,2298
52946,2004,3067
52947,1996,396
52948,2005,3046
52949,1986,134
52950,2004,3067
52951,1991,165
52952,2009,3502
52953,2009,3502
52954,2009,3502
52955,2009,3502
52956,2006,2749
52957,2009,3502
52958,2003,2782
52959,2000,2012
52960,1998,1191
52961,2010,3423
52962,1995,378
52963,2012,6096
52964,2013,5862
52965,2011,4215
52966,2006,2749
52967,2009,3502
52968,2009,3502
52969,2005,3046
52970,2008,3867
52971,2005,3046
52972,1965,145
52973,1986,134
52974,2012,6096
52975,2012,6096
52976,2009,3502
52977,2010,3423
52978,2000,2012
52979,2004,3067
52980,1997,856
52981,2011,4215
52982,2008,3867
52983,2011,4215
52984,2013,5862
52985,1992,168
52986,2002,2298
52987,2011,4215
52988,2007,3338
52989,2008,3867
52990,2009,3502
52991,2010,3423
52992,2013,5862
52993,2003,2782
52994,2003,2782
52995,2003,2782
52996,2004,3067
52997,2004,3067
52998,2002,2298
52999,2008,3867
53000,2009,3502
53001,2009,3502
53002,2000,2012
53003,2005,3046
53004,2005,3046
53005,2005,3046
53006,2009,3502
53007,1999,1924
53008,1977,190
53009,2000,2012
53010,2000,2012
53011,1999,1924
53012,2008,3867
53013,2013,5862
53014,2006,2749
53015,2011,4215
53016,2013,5862
53017,1991,165
53018,1999,1924
53019,2008,3867
53020,2008,3867
53021,2008,3867
53022,2000,2012
53023,2007,3338
53024,2008,3867
53025,2009,3502
53026,2011,4215
53027,2003,2782
53028,2008,3867
53029,2008,3867
53030,1962,49
53031,2010,3423
53032,2003,2782
53033,2011,4215
53034,2006,2749
53035,2002,2298
53036,1988,163
53037,2001,2295
53038,2008,3867
53039,2002,2298
53040,2009,3502
53041,2004,3067
53042,2014,1894
53043,2004,3067
53044,2008,3867
53045,2008,3867
53046,2014,1894
53047,2009,3502
53048,1999,1924
53049,2012,6096
53050,2010,3423
53051,2002,2298
53052,2014,1894
53053,2012,6096
53054,2013,5862
53055,2008,3867
53056,2013,5862
53057,2003,2782
53058,1999,1924
53059,2008,3867
53060,2008,3867
53061,2008,3867
53062,2008,3867
53063,2012,6096
53064,2007,3338
53065,1999,1924
53066,2003,2782
53067,1997,856
53068,1992,168
53069,2011,4215
53070,1997,856
53071,2008,3867
53072,2007,3338
53073,2010,3423
53074,2008,3867
53075,2008,3867
53076,2008,3867
53077,2008,3867
53078,2009,3502
53079,2005,3046
53080,2000,2012
53081,2013,5862
53082,2012,6096
53083,2003,2782
53084,2011,4215
53085,2001,2295
53086,2009,3502
53087,2010,3423
53088,2013,5862
53089,2000,2012
53090,1972,107
53091,2009,3502
53092,2013,5862
53093,1999,1924
53094,2006,2749
53095,1991,165
53096,2007,3338
53097,2013,5862
53098,1998,1191
53099,1988,163
53100,1999,1924
53101,2010,3423
53102,2012,6096
53103,1998,1191
53104,1987,156
53105,1999,1924
53106,1996,396
53107,2005,3046
53108,2012,6096
53109,2008,3867
53110,2011,4215
53111,1978,231
53112,2010,3423
53113,2008,3867
53114,2001,2295
53115,2008,3867
53116,2007,3338
53117,2012,6096
53118,2002,2298
53119,2004,3067
53120,2002,2298
53121,2012,6096
53122,2006,2749
53123,2008,3867
53124,2001,2295
53125,2009,3502
53126,2006,2749
53127,2005,3046
53128,2014,1894
53129,2008,3867
53130,2006,2749
53131,1973,166
53132,2006,2749
53133,1972,107
53134,2008,3867
53135,2012,6096
53136,2003,2782
53137,2013,5862
53138,2002,2298
53139,1999,1924
53140,2005,3046
53141,2010,3423
53142,1999,1924
53143,1999,1924
53144,1999,1924
53145,2000,2012
53146,1996,396
53147,2012,6096
53148,1996,396
53149,2012,6096
53150,2010,3423
53151,2013,5862
53152,2006,2749
53153,2009,3502
53154,2000,2012
53155,2004,3067
53156,2009,3502
53157,1993,204
53158,1954,32
53159,1983,105
53160,1958,36
53161,2010,3423
53162,2012,6096
53163,2009,3502
53164,2012,6096
53165,2013,5862
53166,2003,2782
53167,2006,2749
53168,2012,6096
53169,2009,3502
53170,2012,6096
53171,2013,5862
53172,2011,4215
53173,2003,2782
53174,2007,3338
53175,2009,3502
53176,2002,2298
53177,2013,5862
53178,2003,2782
53179,2010,3423
53180,2002,2298
53181,1985,153
53182,2006,2749
53183,2008,3867
53184,2000,2012
53185,2005,3046
53186,2005,3046
53187,2008,3867
53188,2006,2749
53189,2006,2749
53190,2005,3046
53191,2006,2749
53192,2005,3046
53193,2005,3046
53194,2009,3502
53195,2010,3423
53196,2013,5862
53197,1999,1924
53198,2009,3502
53199,1986,134
53200,2011,4215
53201,2000,2012
53202,2009,3502
53203,2008,3867
53204,2000,2012
53205,2007,3338
53206,2006,2749
53207,2007,3338
53208,1987,156
53209,1984,131
53210,2013,5862
53211,2004,3067
53212,2002,2298
53213,1996,396
53214,2007,3338
53215,2007,3338
53216,2004,3067
53217,2004,3067
53218,1999,1924
53219,1968,157
53220,1965,145
53221,2009,3502
53222,1978,231
53223,2012,6096
53224,2010,3423
53225,2013,5862
53226,2008,3867
53227,2012,6096
53228,1994,283
53229,2011,4215
53230,2009,3502
53231,2008,3867
53232,2005,3046
53233,2002,2298
53234,2007,3338
53235,1997,856
53236,1997,856
53237,2005,3046
53238,2008,3867
53239,2002,2298
53240,2010,3423
53241,2011,4215
53242,2008,3867
53243,1976,206
53244,2009,3502
53245,2005,3046
53246,2013,5862
53247,2013,5862
53248,2002,2298
53249,2013,5862
53250,2006,2749
53251,2012,6096
53252,2003,2782
53253,2011,4215
53254,2005,3046
53255,2010,3423
53256,2007,3338
53257,2004,3067
53258,2006,2749
53259,2010,3423
53260,2003,2782
53261,2003,2782
53262,2008,3867
53263,2001,2295
53264,1998,1191
53265,2013,5862
53266,1992,168
53267,2001,2295
53268,2012,6096
53269,2013,5862
53270,2010,3423
53271,1998,1191
53272,2008,3867
53273,2008,3867
53274,2001,2295
53275,2008,3867
53276,2003,2782
53277,2008,3867
53278,2013,5862
53279,1973,166
53280,2012,6096
53281,2009,3502
53282,2000,2012
53283,2006,2749
53284,1998,1191
53285,1988,163
53286,2006,2749
53287,2004,3067
53288,2005,3046
53289,2013,5862
53290,1981,123
53291,1981,123
53292,1985,153
53293,2013,5862
53294,2004,3067
53295,2008,3867
53296,2008,3867
53297,2003,2782
53298,2007,3338
53299,2011,4215
53300,2013,5862
53301,2007,3338
53302,2006,2749
53303,2012,6096
53304,2013,5862
53305,2013,5862
53306,2013,5862
53307,2008,3867
53308,2001,2295
53309,1989,180
53310,2006,2749
53311,2003,2782
53312,2001,2295
53313,2006,2749
53314,1910,1
53315,2011,4215
53316,2008,3867
53317,2007,3338
53318,1993,204
53319,2005,3046
53320,1975,228
53321,1990,170
53322,2006,2749
53323,2002,2298
53324,2002,2298
53325,2002,2298
53326,2010,3423
53327,2010,3423
53328,2011,4215
53329,2008,3867
53330,2011,4215
53331,2013,5862
53332,2008,3867
53333,2006,2749
53334,2009,3502
53335,2008,3867
53336,2013,5862
53337,2013,5862
53338,2006,2749
53339,2004,3067
53340,2013,5862
53341,2010,3423
53342,2011,4215
53343,1961,39
53344,2010,3423
53345,2008,3867
53346,2013,5862
53347,1997,856
53348,2014,1894
53349,2012,6096
53350,1987,156
53351,2011,4215
53352,2011,4215
53353,2013,5862
53354,2008,3867
53355,1997,856
53356,2013,5862
53357,2011,4215
53358,2014,1894
53359,2013,5862
53360,2007,3338
53361,2010,3423
53362,2009,3502
53363,2010,3423
53364,1996,396
53365,2009,3502
53366,1999,1924
53367,2013,5862
53368,2012,6096
53369,2012,6096
53370,2011,4215
53371,2011,4215
53372,2011,4215
53373,2010,3423
53374,2002,2298
53375,1999,1924
53376,2008,3867
53377,2005,3046
53378,2013,5862
53379,2014,1894
53380,2013,5862
53381,2011,4215
53382,2012,6096
53383,2008,3867
53384,2000,2012
53385,1990,170
53386,2001,2295
53387,2008,3867
53388,2000,2012
53389,2002,2298
53390,2002,2298
53391,2013,5862
53392,2003,2782
53393,1997,856
53394,1997,856
53395,2010,3423
53396,2010,3423
53397,1997,856
53398,2008,3867
53399,2002,2298
53400,2011,4215
53401,1999,1924
53402,2009,3502
53403,2010,3423
53404,1964,69
53405,2009,3502
53406,1974,200
53407,1998,1191
53408,2010,3423
53409,2010,3423
53410,2007,3338
53411,2012,6096
53412,2008,3867
53413,2013,5862
53414,1992,168
53415,2013,5862
53416,2013,5862
53417,2007,3338
53418,1974,200
53419,2003,2782
53420,2014,1894
53421,2006,2749
53422,2002,2298
53423,2014,1894
53424,2014,1894
53425,2007,3338
53426,2004,3067
53427,2011,4215
53428,2014,1894
53429,2005,3046
53430,2012,6096
53431,2007,3338
53432,2013,5862
53433,2000,2012
53434,1988,163
53435,2007,3338
53436,1973,166
53437,2006,2749
53438,2003,2782
53439,2006,2749
53440,2011,4215
53441,2003,2782
53442,2011,4215
53443,2012,6096
53444,2010,3423
53445,2013,5862
53446,2009,3502
53447,2011,4215
53448,2012,6096
53449,2011,4215
53450,2004,3067
53451,1997,856
53452,2001,2295
53453,2009,3502
53454,2008,3867
53455,1997,856
53456,2002,2298
53457,1981,123
53458,2002,2298
53459,2007,3338
53460,2005,3046
53461,1996,396
53462,2001,2295
53463,2008,3867
53464,2012,6096
53465,2002,2298
53466,2013,5862
53467,2011,4215
53468,2013,5862
53469,2005,3046
53470,2005,3046
53471,2012,6096
53472,2012,6096
53473,2011,4215
53474,2002,2298
53475,2003,2782
53476,2005,3046
53477,2012,6096
53478,2014,1894
53479,2011,4215
53480,2012,6096
53481,2003,2782
53482,2001,2295
53483,2000,2012
53484,2000,2012
53485,2012,6096
53486,2002,2298
53487,2009,3502
53488,2002,2298
53489,2010,3423
53490,2012,6096
53491,2011,4215
53492,2013,5862
53493,2011,4215
53494,2010,3423
53495,2008,3867
53496,2006,2749
53497,2013,5862
53498,1983,105
53499,2011,4215
53500,2013,5862
53501,2012,6096
53502,2012,6096
53503,1998,1191
53504,2005,3046
53505,2012,6096
53506,1998,1191
53507,2011,4215
53508,2013,5862
53509,2002,2298
53510,2000,2012
53511,2000,2012
53512,2003,2782
53513,2002,2298
53514,1985,153
53515,2003,2782
53516,2003,2782
53517,2013,5862
53518,1976,206
53519,1994,283
53520,2013,5862
53521,2014,1894
53522,2006,2749
53523,2013,5862
53524,2000,2012
53525,1991,165
53526,2000,2012
53527,1998,1191
53528,2003,2782
53529,2003,2782
53530,2006,2749
53531,1999,1924
53532,2014,1894
53533,2011,4215
53534,1997,856
53535,2007,3338
53536,2009,3502
53537,2004,3067
53538,1982,122
53539,2012,6096
53540,1998,1191
53541,2012,6096
53542,2012,6096
53543,2008,3867
53544,2004,3067
53545,1981,123
53546,2005,3046
53547,2007,3338
53548,2005,3046
53549,2010,3423
53550,2003,2782
53551,2009,3502
53552,2012,6096
53553,2012,6096
53554,2012,6096
53555,2011,4215
53556,2012,6096
53557,2004,3067
53558,2014,1894
53559,2012,6096
53560,1986,134
53561,2013,5862
53562,2002,2298
53563,2005,3046
53564,2000,2012
53565,2005,3046
53566,2006,2749
53567,2005,3046
53568,2002,2298
53569,2012,6096
53570,2010,3423
53571,2000,2012
53572,2000,2012
53573,2010,3423
53574,2005,3046
53575,2006,2749
53576,2012,6096
53577,2011,4215
53578,2010,3423
53579,2011,4215
53580,2000,2012
53581,2008,3867
53582,2009,3502
53583,2000,2012
53584,2007,3338
53585,2013,5862
53586,2007,3338
53587,2010,3423
53588,2007,3338
53589,2001,2295
53590,2012,6096
53591,1999,1924
53592,2013,5862
53593,2012,6096
53594,2002,2298
53595,2013,5862
53596,1989,180
53597,2007,3338
53598,2012,6096
53599,2012,6096
53600,2013,5862
53601,2008,3867
53602,2012,6096
53603,2013,5862
53604,2013,5862
53605,2000,2012
53606,2004,3067
53607,2012,6096
53608,2013,5862
53609,2004,3067
53610,2013,5862
53611,2002,2298
53612,2008,3867
53613,1982,122
53614,1999,1924
53615,1997,856
53616,2006,2749
53617,1995,378
53618,1997,856
53619,2014,1894
53620,2012,6096
53621,2012,6096
53622,2014,1894
53623,2013,5862
53624,2012,6096
53625,2011,4215
53626,1999,1924
53627,2005,3046
53628,2003,2782
53629,2003,2782
53630,2000,2012
53631,2013,5862
53632,2006,2749
53633,2003,2782
53634,2014,1894
53635,2013,5862
53636,2008,3867
53637,2013,5862
53638,2001,2295
53639,2010,3423
53640,1951,11
53641,1978,231
53642,2010,3423
53643,2002,2298
53644,2012,6096
53645,2002,2298
53646,2010,3423
53647,2007,3338
53648,2012,6096
53649,2003,2782
53650,2001,2295
53651,2011,4215
53652,2007,3338
53653,2012,6096
53654,1968,157
53655,1999,1924
53656,2004,3067
53657,2006,2749
53658,2009,3502
53659,2003,2782
53660,2003,2782
53661,2003,2782
53662,2011,4215
53663,2013,5862
53664,2005,3046
53665,2010,3423
53666,2004,3067
53667,2009,3502
53668,2013,5862
53669,2009,3502
53670,2013,5862
53671,2009,3502
53672,2012,6096
53673,2002,2298
53674,2008,3867
53675,2011,4215
53676,1999,1924
53677,2004,3067
53678,2004,3067
53679,2003,2782
53680,1995,378
53681,2010,3423
53682,2013,5862
53683,2011,4215
53684,2012,6096
53685,2008,3867
53686,1999,1924
53687,2014,1894
53688,1957,53
53689,2013,5862
53690,2003,2782
53691,2013,5862
53692,2005,3046
53693,1998,1191
53694,2002,2298
53695,2003,2782
53696,2006,2749
53697,2012,6096
53698,2011,4215
53699,1969,114
53700,2013,5862
53701,2013,5862
53702,1996,396
53703,2010,3423
53704,2004,3067
53705,1968,157
53706,2001,2295
53707,1980,179
53708,2002,2298
53709,2008,3867
53710,2014,1894
53711,2014,1894
53712,1999,1924
53713,1990,170
53714,1995,378
53715,2005,3046
53716,1963,56
53717,1999,1924
53718,1967,138
53719,2000,2012
53720,2009,3502
53721,2014,1894
53722,2002,2298
53723,2007,3338
53724,2000,2012
53725,2014,1894
53726,2012,6096
53727,2014,1894
53728,2011,4215
53729,2012,6096
53730,2013,5862
53731,2007,3338
53732,1999,1924
53733,2011,4215
53734,2014,1894
53735,2011,4215
53736,2009,3502
53737,2001,2295
53738,1975,228
53739,2010,3423
53740,2007,3338
53741,2007,3338
53742,2014,1894
53743,1980,179
53744,1968,157
53745,2000,2012
53746,2003,2782
53747,2013,5862
53748,2013,5862
53749,2009,3502
53750,2008,3867
53751,2002,2298
53752,2011,4215
53753,2010,3423
53754,2014,1894
53755,2013,5862
53756,2001,2295
53757,1994,283
53758,2012,6096
53759,2009,3502
53760,2012,6096
53761,2002,2298
53762,2000,2012
53763,2002,2298
53764,2012,6096
53765,1997,856
53766,1997,856
53767,2007,3338
53768,2013,5862
53769,1997,856
53770,2000,2012
53771,2000,2012
53772,2008,3867
53773,2007,3338
53774,2012,6096
53775,2013,5862
53776,2002,2298
53777,1980,179
53778,2013,5862
53779,2013,5862
53780,2000,2012
53781,2005,3046
53782,1998,1191
53783,2002,2298
53784,1998,1191
53785,2012,6096
53786,2001,2295
53787,2012,6096
53788,2012,6096
53789,2012,6096
53790,2009,3502
53791,2002,2298
53792,2010,3423
53793,1979,170
53794,2012,6096
53795,2001,2295
53796,2010,3423
53797,2010,3423
53798,2007,3338
53799,1998,1191
53800,1998,1191
53801,1999,1924
53802,2013,5862
53803,2003,2782
53804,2010,3423
53805,2004,3067
53806,2001,2295
53807,2009,3502
53808,2009,3502
53809,2002,2298
53810,2006,2749
53811,2012,6096
53812,2004,3067
53813,2012,6096
53814,2006,2749
53815,2012,6096
53816,2012,6096
53817,1999,1924
53818,2012,6096
53819,2012,6096
53820,2004,3067
53821,2013,5862
53822,2012,6096
53823,2013,5862
53824,2003,2782
53825,2013,5862
53826,2013,5862
53827,2000,2012
53828,2004,3067
53829,1998,1191
53830,2014,1894
53831,2013,5862
53832,2002,2298
53833,2012,6096
53834,2000,2012
53835,2012,6096
53836,2003,2782
53837,2013,5862
53838,2011,4215
53839,2006,2749
53840,2006,2749
53841,2012,6096
53842,2012,6096
53843,1984,131
53844,2000,2012
53845,2000,2012
53846,2009,3502
53847,1999,1924
53848,2008,3867
53849,2007,3338
53850,2003,2782
53851,2014,1894
53852,2008,3867
53853,2013,5862
53854,2013,5862
53855,2013,5862
53856,2005,3046
53857,2008,3867
53858,2012,6096
53859,2003,2782
53860,2014,1894
53861,2014,1894
53862,2002,2298
53863,2001,2295
53864,2012,6096
53865,2003,2782
53866,2007,3338
53867,2002,2298
53868,2012,6096
53869,1999,1924
53870,2011,4215
53871,2009,3502
53872,2012,6096
53873,2003,2782
53874,1995,378
53875,2011,4215
53876,1999,1924
53877,2013,5862
53878,2012,6096
53879,2003,2782
53880,2012,6096
53881,2003,2782
53882,2009,3502
53883,2004,3067
53884,1998,1191
53885,2014,1894
53886,1995,378
53887,2010,3423
53888,2013,5862
53889,2013,5862
53890,2005,3046
53891,2002,2298
53892,1962,49
53893,2003,2782
53894,1998,1191
53895,2012,6096
53896,2010,3423
53897,2009,3502
53898,2009,3502
53899,2011,4215
53900,2012,6096
53901,2011,4215
53902,2013,5862
53903,2009,3502
53904,2011,4215
53905,2013,5862
53906,2013,5862
53907,2007,3338
53908,2006,2749
53909,2009,3502
53910,2013,5862
53911,2003,2782
53912,2012,6096
53913,2010,3423
53914,1999,1924
53915,2012,6096
53916,2010,3423
53917,2003,2782
53918,2003,2782
53919,1997,856
53920,2005,3046
53921,2008,3867
53922,2004,3067
53923,2012,6096
53924,2008,3867
53925,1998,1191
53926,2003,2782
53927,2007,3338
53928,2003,2782
53929,2004,3067
53930,2011,4215
53931,1964,69
53932,2001,2295
53933,2003,2782
53934,2006,2749
53935,1975,228
53936,2011,4215
53937,2013,5862
53938,2003,2782
53939,2012,6096
53940,2012,6096
53941,2002,2298
53942,1979,170
53943,2010,3423
53944,2013,5862
53945,2004,3067
53946,2004,3067
53947,2003,2782
53948,2014,1894
53949,2011,4215
53950,1963,56
53951,2003,2782
53952,2003,2782
53953,2008,3867
53954,2012,6096
53955,2011,4215
53956,2005,3046
53957,2009,3502
53958,2012,6096
53959,2004,3067
53960,2013,5862
53961,2006,2749
53962,2003,2782
53963,2008,3867
53964,2012,6096
53965,2007,3338
53966,2003,2782
53967,2003,2782
53968,2013,5862
53969,2001,2295
53970,2011,4215
53971,2001,2295
53972,2010,3423
53973,2010,3423
53974,2010,3423
53975,2010,3423
53976,2010,3423
53977,2001,2295
53978,2013,5862
53979,2002,2298
53980,2001,2295
53981,2006,2749
53982,2002,2298
53983,2003,2782
53984,2009,3502
53985,1976,206
53986,2003,2782
53987,2003,2782
53988,2014,1894
53989,2013,5862
53990,2004,3067
53991,1997,856
53992,2000,2012
53993,2002,2298
53994,2013,5862
53995,2007,3338
53996,2014,1894
53997,2004,3067
53998,2013,5862
53999,2010,3423
54000,2006,2749
54001,2002,2298
54002,2007,3338
54003,2002,2298
54004,1999,1924
54005,2008,3867
54006,1952,32
54007,2013,5862
54008,2010,3423
54009,2009,3502
54010,2008,3867
54011,2006,2749
54012,2011,4215
54013,2009,3502
54014,2012,6096
54015,2012,6096
54016,2014,1894
54017,2013,5862
54018,2007,3338
54019,2001,2295
54020,2014,1894
54021,2008,3867
54022,2004,3067
54023,2005,3046
54024,2012,6096
54025,2005,3046
54026,2009,3502
54027,2011,4215
54028,2011,4215
54029,2004,3067
54030,1998,1191
54031,1974,200
54032,2012,6096
54033,2008,3867
54034,2005,3046
54035,2009,3502
54036,1968,157
54037,2006,2749
54038,2010,3423
54039,2007,3338
54040,1996,396
54041,2006,2749
54042,2009,3502
54043,2011,4215
54044,2011,4215
54045,2002,2298
54046,1996,396
54047,2000,2012
54048,2001,2295
54049,2007,3338
54050,2012,6096
54051,2012,6096
54052,2011,4215
54053,2007,3338
54054,1997,856
54055,2011,4215
54056,1999,1924
54057,1998,1191
54058,1960,46
54059,2013,5862
54060,2013,5862
54061,1992,168
54062,2010,3423
54063,2001,2295
54064,2001,2295
54065,2008,3867
54066,2000,2012
54067,2002,2298
54068,2012,6096
54069,2012,6096
54070,2013,5862
54071,2012,6096
54072,2004,3067
54073,2011,4215
54074,1999,1924
54075,2006,2749
54076,2007,3338
54077,2012,6096
54078,2006,2749
54079,2006,2749
54080,2013,5862
54081,2011,4215
54082,2004,3067
54083,2010,3423
54084,2013,5862
54085,2013,5862
54086,2003,2782
54087,2005,3046
54088,2000,2012
54089,2013,5862
54090,2003,2782
54091,2010,3423
54092,2002,2298
54093,2002,2298
54094,2010,3423
54095,2013,5862
54096,2011,4215
54097,2012,6096
54098,2012,6096
54099,2013,5862
54100,2010,3423
54101,2012,6096
54102,2004,3067
54103,1983,105
54104,2005,3046
54105,2006,2749
54106,2014,1894
54107,2013,5862
54108,2007,3338
54109,2013,5862
54110,2003,2782
54111,2014,1894
54112,2012,6096
54113,1990,170
54114,2001,2295
54115,1999,1924
54116,2004,3067
54117,2005,3046
54118,2003,2782
54119,2003,2782
54120,2001,2295
54121,2009,3502
54122,2001,2295
54123,2006,2749
54124,2007,3338
54125,2001,2295
54126,2003,2782
54127,2011,4215
54128,2014,1894
54129,2014,1894
54130,2010,3423
54131,2014,1894
54132,2010,3423
54133,2007,3338
54134,2012,6096
54135,2012,6096
54136,2014,1894
54137,2011,4215
54138,2013,5862
54139,1999,1924
54140,2002,2298
54141,2001,2295
54142,1999,1924
54143,2012,6096
54144,2013,5862
54145,2013,5862
54146,2005,3046
54147,2013,5862
54148,2008,3867
54149,2009,3502
54150,2012,6096
54151,2010,3423
54152,2005,3046
54153,2001,2295
54154,2003,2782
54155,1983,105
54156,2005,3046
54157,2004,3067
54158,2013,5862
54159,2013,5862
54160,2008,3867
54161,2013,5862
54162,2013,5862
54163,2014,1894
54164,2010,3423
54165,2003,2782
54166,2001,2295
54167,2001,2295
54168,2006,2749
54169,2003,2782
54170,2012,6096
54171,1981,123
54172,2012,6096
54173,2008,3867
54174,2009,3502
54175,1995,378
54176,2014,1894
54177,1947,25
54178,2012,6096
54179,2012,6096
54180,1993,204
54181,2013,5862
54182,1999,1924
54183,1965,145
54184,2012,6096
54185,2002,2298
54186,2013,5862
54187,2001,2295
54188,2005,3046
54189,2006,2749
54190,2004,3067
54191,2008,3867
54192,2005,3046
54193,2008,3867
54194,2013,5862
54195,1998,1191
54196,2011,4215
54197,1995,378
54198,2010,3423
54199,2013,5862
54200,2008,3867
54201,2008,3867
54202,2010,3423
54203,1996,396
54204,2010,3423
